"CoilId","ParamSet","Grade","Length","Width","Thickness","Weight","BdeCoilId","LastDefectId","SLength","InternalStatus","DefectCount","Campaign"
"459481","1","2","396365","1556","5.499","27600","05Y21M","6687","401726","X","2737","0516212"
"459482","1","2","380431","1556","5.499","26450","03Y21N","6568","384962","X","2988","0516213"
"459483","1","2","426796","1560","6.198","33559","03Y21C","3856","432206","X","1180","0516113"
"459484","1","2","428956","1560","6.198","33640","01Y21D","6102","433425","X","2702","0516101"
"459485","1","-1","430732","1560","6.198","33630","03Y21F","2694","433120","X","852","0516203"
"459486","1","2","429790","1556","6.198","33740","02Y21M","6565","435864","X","2884","0516217"
"459487","1","2","418096","1560","6.274","33650","02Y20Y","3728","428244","X","1842","0516120"
"459488","1","2","418576","1560","6.274","33650","01Y21B","2107","428244","X","1023","0516111"
"459489","1","-1","418617","1560","6.274","33680","02Y21B","4064","428548","X","1686","0516115"
"459490","1","2","367962","1558","7.188","33750","01Y21P","2277","375208","X","799","0516303"
"459491","1","-1","326568","1561","7.92","33740","02Y20A","1207","339852","X","532","0516306"
"459492","1","2","160556","1558","9.525","19030","02Y21P","2732","159715","X","1070","0516301"
"459493","1","2","154787","1558","9.525","19050","03Y21P","3953","159715","X","1621","0516302"
"459494","1","2","246235","1558","9.525","30300","04Y21P","15800","254203","X","3966","0516304"
"459495","12","-1","132447","1250","9.525","27310","04Y22D","94","282854","X","42","0516401"
"459496","1","2","472372","1560","7.92","33700","03Y21E","15120","339547","X","3378","0516104"
"459497","1","2","334665","1560","7.92","33660","04Y21E","5553","339242","X","2328","0516106"
"459498","1","2","335331","1560","7.92","33680","01Y21F","6624","339547","X","2827","0516202"
"459499","1","2","335479","1560","7.92","33700","02Y21F","4440","339547","X","2020","0516201"
"459500","1","2","335292","1561","7.92","33750","01Y21K","5317","339852","X","2321","0516220"
"459501","1","2","299918","1558","7.92","30160","02Y21R","6331","304495","X","2930","0516305"
"459502","6","2","352749","1560","7.493","33820","02Y20X","2674","360273","X","1427","0516117"
"459503","1","2","419499","1560","6.274","33710","03Y21B","2823","428853","X","1150","0516114"
"459504","1","2","418483","1560","6.274","33680","04Y21B","3577","428548","X","1930","0516116"
"459505","12","2","414225","1256","6.35","27250","03Y22A","973","421233","X","256","0516413"
"459506","12","-1","413165","1256","6.35","27230","06Y22A","774","420928","X","201","0516404"
"459507","12","2","427635","1250","6.198","27130","05Y22C","660","431596","X","203","0516409"
"459508","12","2","485849","1256","5.499","27330","04Y22A","982","487680","X","283","0516402"
"459509","12","2","484880","1256","5.499","27310","05Y22A","1037","487375","X","352","0516403"
"459510","12","-1","484533","1250","5.499","27190","04Y22C","857","487680","X","150","0516410"
"459511","12","-1","483147","1250","5.499","27170","03Y22D","918","487375","X","222","0516414"
"459512","6","-1","632405","1254","4.249","27320","03Y21X","2657","632155","X","981","0516407"
"459513","12","2","663111","1560","4","33900","04Y22M","2097","669645","X","461","0516705"
"459514","12","2","658008","1568","4","33980","04Y22L","2275","667816","X","659","0516709"
"459515","12","-1","656477","1568","4","33940","03Y22L","890","666902","X","245","0516708"
"459516","12","2","659464","1568","4","34040","01Y22L","3137","669036","X","771","0516707"
"459517","12","2","667759","1568","4","34040","01Y22K","3075","669036","X","1399","0516711"
"459518","12","2","665684","1568","4","33999","02Y22K","1072","668121","X","311","0516713"
"459519","12","2","669136","1569","4","34040","04Y22J","1588","668731","X","567","0516712"
"459520","12","2","668740","1569","4","34130","05Y22J","1421","670255","X","474","0516714"
"459521","12","2","663966","1568","4","34050","04Y22K","2224","669340","X","630","0516715"
"459522","12","2","409787","1560","4","20860","01Y22P","3948","412089","X","1215","0516807"
"459523","1","2","681230","1565","4","33493","04Y19E","14434","666292","X","5114","0515415"
"459524","12","-1","566529","1560","4","28770","02Y22P","1180","568452","X","417","0516808"
"459525","12","2","563834","1560","4.623","33860","01Y22T","1704","578815","X","466","0516802"
"459526","12","2","560732","1560","4.648","33850","02Y22T","1184","575462","X","380","0516803"
"459527","12","2","412445","1560","5.499","28750","03Y22P","1304","413004","X","386","0516809"
"459528","12","2","474266","1560","5.537","33930","03Y22T","1710","484327","X","626","0516804"
"459529","1","2","431912","1560","6.2","33789","02Y21J","4076","435254","X","1815","0516208"
"459530","12","2","414866","1558","6.35","33910","01Y22W","1400","422452","X","436","0516810"
"459531","12","2","414058","1558","6.35","33900","02Y22W","1483","422452","X","464","0516811"
"459532","12","2","415486","1560","6.35","33850","03Y22R","1482","421233","X","465","0516806"
"459533","12","2","329608","1560","7.92","33810","04Y22T","1940","337413","X","606","0516805"
"459534","12","2","334810","1560","7.92","33910","02Y22R","1423","338328","X","496","0516801"
"459535","12","2","333934","1565","7.92","33910","01Y22M","1824","337108","X","578","0516701"
"459536","12","2","334559","1560","7.92","33960","02Y22M","1524","338937","X","543","0516702"
"459537","12","2","275694","1558","9.525","33910","02Y23B","1437","281635","X","505","0516816"
"459538","12","2","275074","1559","9.525","33820","03Y22X","1514","280720","X","702","0516813"
"459539","12","2","273882","1559","9.525","33760","02Y22X","1572","280111","X","769","0516815"
"459540","12","2","274479","1250","9.525","27170","01Y22F","1465","281330","X","452","0516904"
"459541","12","2","335920","1559","7.92","34030","03Y23A","1966","339852","X","647","0516901"
"459542","12","2","330485","1559","7.92","33779","01Y22X","2041","337108","X","1051","0516814"
"459543","1","2","378585","1252","6.909","27060","02Y20P","3521","389534","X","947","0515710"
"459544","1","2","384431","1565","6.711","33730","02Y10P","3876","399897","X","1320","0509408"
"459545","12","2","414964","1559","6.35","33850","04Y23A","1701","421538","X","515","0516903"
"459546","12","2","414568","1559","6.35","33870","01Y23A","951","421843","X","360","0516902"
"459547","12","2","413748","1558","6.35","33880","03Y22W","826","422148","X","239","0516812"
"459548","12","-1","414690","1256","6.35","27310","02Y22A","565","422148","X","147","0516412"
"459549","1","2","416502","1252","6.274","27050","04Y20P","1960","428853","X","521","0515711"
"459550","12","2","427712","1250","6.198","27150","01Y22D","669","431901","X","173","0516905"
"459551","1","2","331114","1250","7.92","27270","01Y23R","1988","343204","X","898","0517407"
"459552","1","2","422302","1275","6.274","27660","02Y23N","2237","430682","X","1203","0517302"
"459553","1","2","480868","1247","5.499","26900","05Y23V","2783","488594","X","1034","0517406"
"459554","1","2","481266","1250","5.499","27290","05Y23R","2038","494690","X","844","0517409"
"459555","1","-1","481614","1275","5.499","27460","01Y23T","4866","487680","X","2236","0517308"
"459556","12","2","505824","1568","5.121","33989","05Y22L","1558","521817","X","531","0516703"
"459557","12","2","630989","1560","4","33950","03Y22M","1110","670560","X","230","0516704"
"459558","12","2","600287","1568","4","33970","02Y22L","1135","667512","X","184","0516706"
"459559","1","2","666291","1275","4","27660","03Y23P","4887","675436","X","2700","0517303"
"459560","1","2","665479","1275","4","27550","01Y23P","3042","672693","X","1739","0517304"
"459561","1","-1","667218","1275","4","27630","01Y23N","4108","674522","X","2169","0517301"
"459562","1","-1","665286","1247","4","26950","03Y23V","2093","672693","X","703","0517404"
"459563","1","2","664937","1247","4","26930","02Y23V","3835","672388","X","1716","0517403"
"459564","1","2","666138","1275","4","27650","04Y23P","2785","675132","X","1324","0517306"
"459565","12","2","763117","1250","3.5","27120","02Y22C","1107","764133","X","226","0516406"
"459566","1","-1","760777","1250","3.5","27350","03Y23R","7168","778764","X","571","0517401"
"459567","1","2","885065","1250","3","27310","02Y23R","8705","907389","X","725","0517408"
"459568","1","-1","887772","1275","3","27630","02Y23P","2787","899769","X","698","0517305"
"459569","6","2","781998","1247","3.5","26816","02Y20C","6003","765352","X","1842","0515707"
"459570","13","2","761669","1245","3.5","27040","04Y23T","2861","772972","X","1140","0517311"
"459571","1","2","664406","1247","4","27240","01Y23V","4247","680008","X","2088","0517402"
"459572","5","-1","740734","1250","3.5","26680","02Y23K","2211","770229","X","509","0517203"
"459573","5","2","751609","1250","3.5","26840","05Y14A","7118","775106","X","1727","0515617"
"459574","5","-1","868378","1250","3","26780","05Y23J","39155","892759",NULL,"9687","0517119"
"459575","5","2","774158","1250","3.378","26870","04Y23J","5827","795527","X","1757","0517120"
"459576","5","2","775508","1250","3.378","26920","03Y23J","6308","796747","X","2113","0517118"
"459577","5","2","654807","1250","3.5","23610","03Y23K","1623","681837","X","391","0517204"
"459578","5","2","598283","1250","3.5","21560","04Y23K","1088","622401","X","156","0517205"
"459579","5","-1","741030","1250","3.5","26710","03Y23L","1161","771144","X","168","0517206"
"459580","5","2","741455","1250","3.5","26720","02Y23L","1366","771448","X","223","0517208"
"459581","5","-1","741273","1250","3.5","26720","04Y23L","1929","771448","X","555","0517209"
"459582","5","2","741643","1250","3.5","26740","01Y23L","4885","772058","X","1444","0517207"
"459583","5","2","742582","1250","3.5","26770","04Y23H","10205","764743","X","1745","0517113"
"459584","5","2","741264","1250","3.531","26880","02Y23J","2659","761390","X","1112","0517117"
"459585","1","2","437066","1557","3.835","21546","01R59H","11855","457200","X","5466","0217206"
"459586","5","-1","431865","1250","6.02","26820","05Y23F","1523","445312","X","361","0517104"
"459587","5","2","417609","1250","6.198","26760","03Y23H","1176","431596","X","196","0517112"
"459588","5","2","420616","1265","6.198","27210","03Y23D","777","433730","X","190","0517115"
"459589","5","2","413765","1265","6.198","26810","03Y23E","798","427329","X","233","0517107"
"459590","5","2","416373","1250","6.198","26610","04Y23F","696","429158","X","194","0517105"
"459591","5","-1","420720","1265","6.198","27210","05Y23D","579","433730","X","169","0517106"
"459592","5","2","420309","1265","6.198","27210","01Y23E","974","433730","X","227","0517108"
"459593","5","2","318831","1265","7.92","26560","04Y23E","637","331317","X","138","0517110"
"459594","5","2","325585","1265","7.92","27100","05Y23E","768","338023","X","172","0517109"
"459595","5","2","324931","1255","7.92","26830","01Y23F","479","337413","X","110","0517102"
"459596","5","2","325698","1250","7.92","26760","02Y23H","531","337718","X","99","0517111"
"459597","5","2","325367","1250","7.92","26670","01Y23K","504","340156","X","95","0517202"
"459598","5","2","325623","1250","7.92","26760","05Y23H","558","337718","X","149","0517114"
"459599","5","-1","325959","1250","7.92","26770","02Y23F","476","338023","X","93","0517103"
"459600","5","2","325670","1250","7.92","26730","01Y23H","439","337413","X","120","0517201"
"459601","5","2","327021","1250","7.92","26670","03Y23F","637","336804","X","151","0517101"
"459602","5","2","418896","1265","6.198","27220","04Y23D","4438","434035","X","780","0517116"
"459603","1","-1","246227","1257","7.041","17445","04L20X","61936","249631",NULL,"14521","0217816"
"459604","6","2","315595","935","5.08","12506","08V39M","11534","333756","X","3792","0812511"
"459605","1","2","515441","1245","4.364","22476","06X69J","21529","524560","X","7036","0313313"
"459606","8","2","374364","1104","5.499","17710","07X88T","5420","378866","X","1168","0409605"
"459607","8","2","644974","1282","4","25600","02Y18Y","8919","648614","X","2023","0517512"
"459608","8","2","637098","1282","4","25390","03Y18Y","8340","643128","X","1872","0517510"
"459609","8","2","641169","1282","4","25470","04Y18Y","9256","645261","X","2187","0517514"
"459610","8","2","646278","1282","4","25580","05Y18Y","10980","648004","X","3766","0517501"
"459611","8","2","621100","1280","4","24640","01Y19A","9406","625144","X","1828","0517609"
"459612","8","2","625388","1280","4","24770","02Y19A","6840","628497","X","1593","0517607"
"459613","8","2","646421","1308","4","26360","02Y18V","9498","654710","X","2400","0517602"
"459614","8","2","667574","1308","4","26930","03Y18V","8444","668731","X","1879","0515010"
"459615","8","2","626496","1303","4","25370","01Y18V","22535","632460","X","5570","0517601"
"459616","8","2","640002","1266","4","25340","06Y18W","14575","650138","X","4018","0517603"
"459617","8","2","641685","1276","4","25540","02Y18X","8951","650138","X","2306","0517513"
"459618","8","2","652733","1276","4","25870","03Y18X","6891","658672","X","1387","0516603"
"459619","8","2","632414","1280","4","24990","05Y19A","9172","633984","X","2138","0517505"
"459620","8","2","643264","1298","4","25990","01Y18W","14095","650443","X","3183","0517606"
"459621","8","2","641498","1276","4","25520","04Y18X","7036","649528","X","2122","0517511"
"459622","8","2","304695","1247","5.499","16900","06X88H","6765","320040","X","1589","0410301"
"459623","8","2","462898","1303","5.499","26260","05Y18V","7117","476097","X","1913","0517604"
"459624","8","2","484515","1303","5.499","26970","04Y18V","6848","488899","X","1665","0515011"
"459625","8","2","470635","1269","5.499","25720","01Y18X","9794","478840","X","2941","0517515"
"459626","8","2","461598","1263","5.499","25400","05Y18W","10731","475183","X","2847","0517608"
"459627","8","2","373441","1264","5.499","20220","07Y19B","5081","377952","X","1103","0516606"
"459628","8","2","456898","1239","5.499","24120","04Y19B","5280","459943","X","1078","0516602"
"459629","8","2","460262","1277","5.499","25190","01Y19B","5929","466039","X","1109","0516604"
"459630","8","2","450717","1245","5.499","23890","03Y19B","7977","453542","X","2130","0517506"
"459631","8","2","450785","1280","5.499","24760","03Y19A","6557","456895","X","1981","0517504"
"459632","8","2","452666","1280","5.499","24940","04Y19A","6918","460248","X","1626","0517503"
"459633","8","2","459769","1263","5.499","25330","04Y18W","16718","473964","X","4245","0517610"
"459634","8","2","471376","1276","5.499","25560","08ZP55","6787","473354","X","2029","0517509"
"459635","8","2","465762","1288","5.499","25620","08ZP56","6950","470001","X","1984","0517502"
"459636","8","-1","464290","1277","5.499","25410","02Y18W","29358","470001","X","5739","0517605"
"459637","8","2","472611","1362","5.499","25630","03Y18W","6967","444703","X","1566","0516605"
"459638","8","2","302771","1239","5.499","16240","06Y19B","5433","309676","X","1093","0516601"
"459639","1","2","514901","1245","4.364","22476","06X69J","32799","524560","X","9302","0313313"
"459640","1","2","562545","1247","3.531","20861","03X77T","3910","600456","X","1694","0400108"
"459641","1","-1","436501","1557","3.835","21546","01R59H","5904","457200","X","2060","0217206"
"459642","6","-1","547989","1552","4.762","33569","04Y24B","3303","565708","X","820","0517714"
"459643","1","2","472286","1561","5.499","33720","01Y24R","5014","489204","X","1529","0517801"
"459644","1","2","425400","1561","6.198","33720","01Y24M","3345","434035","X","932","0517705"
"459645","1","2","331345","1558","7.92","33349","01Y21R","11325","336499","X","3673","0517906"
"459646","1","2","331778","1561","7.92","33670","03Y24T","7443","339242","X","2572","0517901"
"459647","1","2","330298","1250","7.92","26890","04Y23W","3008","338328","X","1316","0517412"
"459648","1","-1","415831","1250","6.274","26940","01Y23W","2647","427939","X","1128","0517411"
"459649","1","-1","424018","1250","6.198","26910","03Y23W","1696","432816","X","612","0517414"
"459650","1","-1","424188","1250","6.198","26910","02Y23W","4343","432816","X","1370","0517413"
"459651","1","2","420452","1561","6.274","33789","01Y20A","2918","429768","X","1018","0517701"
"459652","1","-1","361520","1556","6.274","28960","04Y21N","6815","369417","X","2515","0517903"
"459653","6","2","427547","1554","6.198","33520","03Y24D","1311","433425","X","331","0517814"
"459654","6","-1","428321","1554","6.198","33559","01Y24D","1699","434035","X","576","0517702"
"459655","6","-1","427603","1554","6.198","33540","02Y24D","1291","433730","X","462","0517703"
"459656","1","-1","482328","1561","5.499","33710","04Y24R","3793","489204","X","1637","0517810"
"459657","1","2","483643","1561","5.499","33740","02Y24R","9969","489508","X","3468","0517802"
"459658","1","-1","481716","1561","5.499","33620","03Y24R","5405","487680","X","2098","0517803"
"459659","6","-1","562918","1552","4.762","33569","03Y24B","1228","565708","X","272","0517811"
"459660","1","2","564331","1558","4.648","33670","04Y24X","3715","579120","X","1119","0517904"
"459661","1","2","623255","1561","4","33650","05Y24R","7068","671169","X","2537","0517809"
"459662","1","2","664528","1558","4","33370","04Y21T","18425","666902","X","5947","0517808"
"459663","1","2","667121","1559","4","33640","03Y24N","7022","671779","X","3461","0517711"
"459664","1","2","668653","1561","4","33630","04Y24P","2423","670864","X","1454","0517807"
"459665","1","-1","674331","1561","4","33640","02Y24P","6624","670864","X","2205","0517805"
"459666","1","2","668461","1561","4","33640","01Y24P","5291","670864","X","2346","0517806"
"459667","1","2","667635","1561","4","33600","03Y24P","3645","670255","X","1414","0517804"
"459668","1","2","670854","1559","4","33740","01Y24N","6356","673912","X","2956","0517708"
"459669","1","-1","670842","1561","4","33769","02Y24M","6120","673608","X","2289","0517707"
"459670","1","2","670353","1561","4","33740","03Y24M","3523","672998","X","1113","0517706"
"459671","1","-1","667469","1561","4","33670","01Y24K","4306","671474","X","1523","0517710"
"459672","1","2","668056","1561","4","33660","02Y24K","5402","671474","X","2227","0517712"
"459673","12","2","571382","1560","4","28422","02Y22P","3529","561441","X","1141","0516808"
"459674","6","-1","672814","1557","4","33690","02Y24B","1665","673608","X","841","0517704"
"459675","6","2","667716","1551","4","33480","01Y24E","1683","672084","X","378","0517813"
"459676","1","2","667597","1559","4","33660","05Y24N","4434","672388","X","2001","0517713"
"459677","1","2","668716","1558","4","33670","05Y24X","4804","672998","X","2043","0517905"
"459678","1","2","670951","1559","4","33750","02Y24N","5379","673912","X","2269","0517709"
"459679","1","2","712644","1559","3.5","33610","03Y19K","4840","767181","X","2541","0515304"
"459680","13","2","759907","1265","3.5","27090","02Y23T","2079","762000","X","817","0517309"
"459681","6","-1","929894","1254","2.832","27390","04Y21X","2537","950975","X","571","0516906"
"459682","13","-1","760875","1245","3.5","27000","03Y23T","2091","772058","X","657","0517310"
"459683","1","2","664589","1275","4","27570","05Y23P","1948","673303","X","742","0517307"
"459684","1","2","590126","1247","4.501","26940","04Y23V","2543","597712","X","819","0517405"
"459685","1","-1","588420","1250","4.501","27310","04Y23R","2741","604723","X","964","0517410"
"459686","1","2","581885","1249","4.501","26650","02Y20J","4050","590397","X","1648","0518302"
"459687","1","2","553217","1558","4.762","33690","02Y24Y","2914","565404","X","910","0518005"
"459688","1","2","553631","1558","4.762","33710","03Y24Y","3113","566013","X","1156","0518006"
"459689","1","2","554810","1558","4.762","33789","04Y24Y","4552","567232","X","1230","0518007"
"459690","1","-1","484048","1558","5.499","33730","01Y24V","3555","490423","X","1626","0517909"
"459691","6","-1","427837","1554","6.198","33490","04Y24D","1937","433120","X","745","0518003"
"459692","1","2","427143","1558","6.198","33620","02Y24X","11772","433730","X","4553","0518009"
"459693","1","-1","418808","1558","6.274","33710","01Y24W","7520","429463","X","2967","0518101"
"459694","1","2","418417","1558","6.274","33630","03Y24W","12424","428548","X","4106","0518001"
"459695","1","-1","419317","1558","6.274","33740","02Y24W","12648","429768","X","4456","0518002"
"459696","1","2","419698","1558","6.274","33779","04Y24W","6243","430377","X","2926","0518010"
"459697","1","-1","552685","1557","4.762","33700","01Y25A","3601","566013","X","1183","0518105"
"459698","1","2","551943","1557","4.762","33650","02Y25A","2658","565099","X","1069","0518106"
"459699","1","-1","552668","1558","4.762","33630","01Y24Y","2164","564489","X","843","0518104"
"459700","1","2","563800","1558","4.648","33620","03Y24X","3804","578205","X","1506","0518008"
"459701","1","-1","582369","1558","4.521","33740","01Y24X","3152","596493","X","1357","0518004"
"459702","1","2","662237","1565","4","33420","03Y19D","2518","664768","X","955","0518103"
"459703","1","-1","667780","1561","4","33590","03Y24K","1990","669950","X","871","0517908"
"459704","1","2","660535","1560","4","33200","01Y20Y","3133","662635","X","1094","0517907"
"459705","1","2","653982","1249","4","26550","01Y20J","4006","662025","X","1626","0518303"
"459706","1","2","752315","1251","3.5","26690","01Y20H","4051","759256","X","973","0518316"
"459707","1","2","756036","1559","3.5","33640","04Y24N","2573","767791","X","933","0518107"
"459708","1","-1","663473","1277","4","27560","06Y23P","2353","672084","X","872","0518310"
"459709","1","2","657185","1251","4","26650","02Y20H","3684","663244","X","1165","0518319"
"459710","1","2","657389","1249","4","26760","05Y20J","5046","667207","X","2350","0518307"
"459711","1","2","659227","1249","4","26700","01Y20M","4509","665683","X","2323","0518320"
"459712","1","2","655817","1249","4","26660","05Y20M","6295","664768","X","3471","0518317"
"459713","1","-1","667540","1245","4","27170","05Y23T","3133","679704","X","1254","0518311"
"459714","1","-1","663971","1252","4","26950","06Y23W","2674","670255","X","956","0518313"
"459715","1","-1","477157","1247","5.499","26690","02Y20K","2430","484632","X","933","0518305"
"459716","1","-1","476507","1247","5.499","26700","01Y20K","3303","484936","X","1016","0518312"
"459717","1","2","427296","1277","6.198","27700","03Y23N","4476","435864","X","1284","0518309"
"459718","1","-1","426045","1277","6.198","27640","04Y23N","3922","434949","X","1419","0518308"
"459719","1","2","412604","1275","6.274","27270","02Y23M","13638","424586","X","3909","0518301"
"459720","1","2","331412","1250","7.92","26900","05Y23W","4710","338328","X","1707","0518306"
"459721","1","2","330962","1565","7.92","33420","01Y19E","2703","335889","X","839","0518109"
"459722","1","2","276484","1557","9.512","33680","03Y25A","12046","283159","X","3750","0518102"
"459723","1","2","203774","1556","12.598","33200","03Y24H","10389","210921","X","4433","0518108"
"459724","1","2","272542","1561","9.525","33750","01Y24T","9925","282549","X","2528","0517910"
"459725","1","2","205637","1561","12.598","33620","02Y24T","7781","212750","X","3051","0517902"
"459726","1","2","273883","1561","9.525","33640","04Y24K","5153","281635","X","1907","0517812"
"459727","1","2","325100","1252","7.92","26660","01Y20P","8414","334975","X","2154","0518304"
"459728","1","-1","245213","1257","7.041","17445","04L20X","59148","249631",NULL,"14112","0217816"
"459729","6","-1","315406","935","5.08","12506","08V39M","13583","333756","X","4770","0812511"
"459730","1","2","514517","1245","4.364","22476","06X69J","33333","524560","X","8966","0313313"
"459731","1","2","562418","1247","3.531","20861","03X77T","4363","600456","X","1803","0400108"
"459732","2","2","551411","1291","4.501","25080","06Y17B","30688","552907","X","4872","0513803"
"459733","2","-1","648936","1582","4","32560","04Y15T","65365","658672",NULL,"4446","0512913"
"459734","2","2","515838","1259","4","20620","05Y17B","25877","524256","X","7090","0514208"
"459735","2","-1","641357","1282","3.5","25620","03Y16Y","21633","731215","X","5826","0514303"
"459736","2","2","674629","1144","3.5","23070","01X33P","25011","737920","X","6787","0207022"
"459737","2","2","855419","925","3","18810","02X18R","18498","868679","X","4032","0118302"
"459738","2","2","852796","957","3","19337","06Y16A","17726","862888","X","3902","0513102"
"459739","2","2","623317","1045","3.5","17912","04X76X","9455","627278","X","2792","0318810"
"459740","2","-1","747198","1296","3.5","26122","03Y16R","18736","737616","X","5042","0513510"
"459741","2","2","651296","1247","4","25261","02Y17J","14635","648614","X","3371","0513905"
"459742","2","2","654575","1564","4","31588","03Y15W","19591","646785","X","7288","0512904"
"459743","2","2","654644","1580","4","31665","04Y15N","27582","641604","X","8365","0512810"
"459744","2","2","640085","1567","4","31770","02Y15P","17384","649224","X","6038","0512710"
"459745","2","-1","653898","1563","4","31275","04Y15P","13994","640689","X","4595","0512801"
"459746","2","2","638456","1572","4","31647","02Y15M","13916","644652","X","4368","0512709"
"459747","8","2","459628","1269","5.499","24902","01Y18T","4694","463600","X","1682","0516003"
"459748","8","2","500937","1059","5.001","20552","03Y18H","2440","503834","X","800","0515911"
"459749","8","2","627178","1234","4","24376","06Y18L","4982","641604","X","1752","0516502"
"459750","8","2","609938","1274","4","24694","02Y18M","4431","629412","X","1194","0516510"
"459751","8","2","501635","1062","5.001","20598","01Y18H","3732","503529","X","958","0515913"
"459752","6","-1","314758","935","4.981","12211","08V39M","11728","332232","X","4056","0812511"
"459753","1","-1","514254","1245","4.11","21455","06X69J","50397","531571",NULL,"7159","0313313"
"459754","1","2","436453","1557","3.835","21546","01R59H","13361","457200","X","5881","0217206"
"459755","1","-1","562234","1247","3.35","20511","03X77T","6713","622401","X","1597","0400108"
"459756","5","-1","655096","937","4","19920","03Y26N","697","671169","X","249","0519013"
"459757","5","2","656982","937","4","19940","02Y26N","731","671779","X","352","0519012"
"459758","5","-1","754261","944","3.5","20000","06Y26L","21247","764438","X","4482","0519018"
"459759","5","-1","756547","975","3.5","20450","05Y26L","24688","756818","X","7384","0519017"
"459760","5","-1","530781","937","3.5","14140","05Y26N","1925","544372","X","1044","0519014"
"459761","5","-1","471099","937","3.5","12540","06Y26N","1794","482803","X","834","0519015"
"459762","5","-1","735768","937","3.5","19930","04Y26N","11644","767486","X","3777","0519016"
"459763","5","2","790605","1115","3.353","23850","03Y26F","3617","797356","X","1104","0519004"
"459764","5","2","776049","1115","3.353","23830","02Y26F","3159","796747","X","1223","0519006"
"459765","5","-1","776287","1115","3.353","23860","04Y26F","3140","797661","X","1008","0519007"
"459766","5","2","707036","1251","3.5","24910","04Y26E","10150","718413","X","4105","0518905"
"459767","5","2","759426","1251","3.5","26810","02Y26E","4320","773277","X","2716","0518903"
"459768","5","-1","760754","1251","3.5","26780","03Y26E","3088","772363","X","1357","0518904"
"459769","5","2","744491","1560","3.5","33240","02Y25V","8244","769010","X","3571","0518510"
"459770","5","2","758242","1558","3.5","33490","03Y25N","6963","775716","X","2907","0518508"
"459771","5","2","757439","1558","3.5","33530","04Y25N","1387","776630","X","649","0518512"
"459772","5","-1","757522","1557","3.5","33460","01Y25P","946","775411","X","359","0518513"
"459773","5","-1","755018","1560","3.5","33200","02Y25T","925","768096","X","158","0518608"
"459774","5","-1","663434","1557","4","33380","02Y25P","4702","676656","X","2102","0518610"
"459775","5","-1","655960","1560","4","33230","01Y25V","1249","672388","X","565","0518509"
"459776","5","2","662181","1557","4","33290","01Y25R","2984","674827","X","1820","0518612"
"459777","5","-1","655048","1560","4","33260","01Y25W","2200","672998","X","1265","0518507"
"459778","5","2","663963","1557","4","33400","03Y25P","2564","677265","X","1210","0518609"
"459779","5","-1","663418","1557","4","33339","04Y25P","1880","676046","X","908","0518611"
"459780","5","2","660283","1560","4","33280","01Y25T","12109","673608","X","4584","0518514"
"459781","5","-1","636425","1560","4","33250","03Y25W","5223","672998","X","1929","0518506"
"459782","5","-1","629858","1552","4","32230","01Y25H","1708","648919","X","297","0518605"
"459783","5","2","662614","1557","4","33370","01Y25M","1607","676656","X","714","0518416"
"459784","5","2","569395","1557","4.6","33510","04Y25J","1272","584606","X","475","0518406"
"459785","5","-1","555768","1252","4.674","26720","03Y26B","801","570890","X","166","0518810"
"459786","5","2","406407","1260","6.198","26210","01Y23D","4592","419404","X","657","0518906"
"459787","5","2","327748","1557","7.92","33310","02Y25M","10054","341071","X","3573","0518417"
"459788","5","2","330573","1557","7.92","33550","03Y25H","2053","339852","X","847","0518407"
"459789","5","2","328639","1557","7.92","33460","04Y25K","1481","338937","X","551","0518409"
"459790","5","-1","328864","1558","7.92","33290","04Y25L","1231","340766","X","455","0518414"
"459791","5","2","231196","1560","7.92","23630","03Y25X","1775","241401","X","879","0518501"
"459792","5","2","326402","1560","7.92","33230","04Y25V","3717","339547","X","2250","0518502"
"459793","5","2","326459","1560","7.92","33290","02Y25W","6666","340156","X","3066","0518604"
"459794","5","2","327478","1560","7.92","33290","01Y25X","2579","340156","X","1358","0518503"
"459795","5","2","326315","1560","7.92","33270","04Y25W","2583","340156","X","1356","0518603"
"459796","5","2","327611","1557","7.92","33270","03Y25M","5316","340766","X","3479","0518415"
"459797","5","2","321391","1558","7.92","32570","01Y25N","1112","333451","X","310","0518601"
"459798","5","2","329805","1558","7.92","33440","02Y25N","1204","342290","X","428","0518505"
"459799","5","2","326311","1560","7.92","33260","02Y25X","1072","339852","X","472","0518504"
"459800","5","2","326979","1252","7.925","26840","04Y26A","642","338023","X","128","0518711"
"459801","5","2","326659","1106","7.92","23650","03Y26H","365","337413","X","74","0519002"
"459802","5","2","326567","1106","7.92","23630","04Y26H","354","337108","X","81","0519005"
"459803","5","2","326681","1106","7.92","23650","02Y26H","378","337413","X","76","0519003"
"459804","5","2","324241","937","7.92","19920","01Y26N","1022","338937","X","447","0519011"
"459805","5","2","325656","941","7.92","19980","07Y26L","681","338632","X","128","0519019"
"459806","5","-1","420810","1252","6.198","26770","05Y26C","1350","435559","X","272","0518801"
"459807","5","-1","546196","1252","4.775","26820","04Y25Y","1015","560832","X","234","0518709"
"459808","5","2","546603","1252","4.762","26760","05Y26B","976","560832","X","138","0518704"
"459809","5","-1","546086","1252","4.762","26730","04Y26B","783","560222","X","100","0518705"
"459810","5","2","555647","1252","4.674","26720","02Y26B","762","570890","X","94","0518809"
