"ProcesoID","CrewID","ShiftID","CurrentGuage","CurrentWidth","CoilLength","NetWeight","LineYield","AccumulatedYield","ProcessingSequence","LineEntryWeight","ZMillInitialThickness"
"15914254","14","38","0.375","61","919.4","73190","0.992","0.988","48","73788","0.375"
"15914317","14","38","0.375","61.1362","920.6","73450","0.991","0.988","51","74097","0.375"
"15914387","14","38","0.496","61.2","689","73540","0.992","0.988","60","74141","0.496"
"15914443","14","38","0.375","61.4117","910.1","72940","0.989","0.983","63","73744","0.375"
"15914469","14","38","0.496","61.2","689.5","73600","0.991","0.987","66","74295","0.496"
"15914512","14","38","0.375","61.1362","915.7","73060","0.99","0.986","69","73766","0.375"
"15914513","14","38","0.496","61.2","685.5","73170","0.986","0.98","72","74207","0.496"
"15914594","14","38","0.375","61.1362","915.9","73080","0.99","0.987","75","73854","0.375"
"15914672","14","38","0.496","49.1681","691.1","58660","0.989","0.983","78","59304","0.496"
"15914704","14","38","0.375","61.1362","915.7","73060","0.991","0.987","81","73744","0.375"
"15914713","14","38","0.375","61.1362","918.7","73300","0.992","0.989","84","73898","0.375"
"15914714","14","38","0.3118","61.2543","1096.9","72910","0.989","0.982","87","73722","0.3118"
"15914744","14","38","0.247","61.333","1387.1","73130","0.99","0.986","93","73854","0.247"
"15914786","14","38","0.2165","61.4117","1579.8","73100","0.99","0.983","96","73832","0.2165"
"15914802","14","38","0.2165","49.0894","1587.4","58710","0.991","0.99","99","59260","0.2165"
"15914843","14","38","0.1772","49.1288","1921.4","58210","0.985","0.982","102","59083","0.1772"
"15914902","14","38","0.1575","61.2543","2174","72990","0.993","0.983","105","73520","0.1575"
"15915006","14","38","0.1575","61","2188.4","73170","0.989","0.986","108","74008","0.1575"
"15915031","14","38","0.1575","61.1755","2036.6","68290","0.991","0.914","111","68918","0.1575"
"15915065","14","38","0.1575","49.1288","2160.6","58180","0.987","0.984","114","58929","0.1575"
"15915119","14","38","0.1575","49.1288","2161.7","58210","0.988","0.985","117","58907","0.1575"
"15915164","14","38","0.1378","49.1288","2471.6","58230","0.986","0.983","120","59061","0.1378"
"15915195","14","38","0.1181","49.1","2890.5","58330","0.986","0.983","123","59149","0.1181"
"15915328","14","38","0.1181","49.1","2907","58662","0.994","0.991","126","59017","0.1181"
"15915350","14","38","0.1181","49.1","2880.1","58120","0.986","0.983","129","58973","0.1181"
"15915369","14","38","0.1181","49.1","2887.5","58270","0.984","0.978","132","59194","0.1181"
"15915401","14","38","0.1181","49.1","2894","58400","0.985","0.982","135","59260","0.1181"
"15915413","14","38","0.1181","49.1","2877.1","58060","0.986","0.984","138","58863","0.1181"
"15915420","14","38","0.1378","49.0894","2467.6","58090","0.984","0.981","141","59017","0.1378"
"15915447","14","38","0.1181","49.1713","2896.2","58530","0.989","0.988","144","59194","0.1181"
"15915463","14","38","0.1378","49.1713","2486.4","58630","0.989","0.988","147","59304","0.1378"
"15915467","13","37","0.145","44.014","1894.6","42080","0.988","0.987","3","42593","0.145"
"15915488","13","37","0.1575","49.1713","2171.3","58520","0.99","0.989","6","59105","0.1575"
"15915503","13","37","0.1575","49.0894","2174.9","58520","0.989","0.985","9","59194","0.1575"
"15915546","13","37","0.1575","49.0894","2175.3","58530","0.989","0.984","12","59171","0.1575"
"15915547","13","37","0.1575","49.0894","2177.5","58590","0.99","0.985","15","59194","0.1575"
"15915579","13","37","0.1575","49.0894","2177.5","58590","0.989","0.986","18","59238","0.1575"
"15915590","13","37","0.1575","49.0894","2179.4","58640","0.99","0.986","21","59260","0.1575"
"15915621","13","37","0.1575","49.0894","2176.8","58570","0.989","0.987","24","59238","0.1575"
"15915645","13","37","0.1575","49.1713","2169.1","58460","0.99","0.988","27","59039","0.1575"
"15915666","13","37","0.1575","49.1713","2168.3","58440","0.989","0.988","30","59061","0.1575"
"15915687","13","37","0.1575","49.1713","2175.4","58630","0.99","0.988","33","59238","0.1575"
"15915749","13","37","0.1575","49.1713","2177.6","58690","0.989","0.986","39","59370","0.1575"
"15915750","13","37","0.1575","49.1713","2174.3","58600","0.99","0.988","42","59194","0.1575"
"15915810","13","37","0.1575","49.1713","2170.9","58510","0.99","0.988","45","59127","0.1575"
"15915828","13","37","0.1575","49.1713","2173.2","58570","0.99","0.99","48","59149","0.1575"
"15915829","13","37","0.1575","49.1713","2172.8","58560","0.989","0.987","51","59216","0.1575"
"15915837","13","37","0.1575","49.1713","2170.6","58500","0.99","0.987","54","59105","0.1575"
"15915854","13","37","0.1575","49.0894","2176.1","58550","0.987","0.986","57","59304","0.1575"
"15915928","13","37","0.1575","49.0894","2179","58630","0.989","0.988","60","59260","0.1575"
"15915929","13","37","0.1772","43.0266","1940.2","51480","0.989","0.989","63","52051","0.1772"
"15915936","13","37","0.1772","43.0266","1942.5","51540","0.989","0.988","66","52117","0.1772"
"15915959","13","37","0.2165","49.1713","1579.9","58530","0.988","0.983","69","59216","0.2165"
"15915960","13","37","0.2165","49.1713","1580.7","58560","0.989","0.985","72","59238","0.2165"
"15915961","13","37","0.2165","49.1713","1579.3","58510","0.988","0.984","75","59194","0.2165"
"15915962","13","37","0.2165","49.1713","1576.4","58404","0.989","0.987","78","59039","0.2165"
"15915997","13","37","0.2165","49.1713","1582.8","58640","0.988","0.986","81","59326","0.2165"
"15915998","13","37","0.2165","49.0894","1579","58400","0.984","0.981","84","59348","0.2165"
"15916157","13","37","0.244","49.0894","1406.8","58640","0.988","0.986","87","59370","0.244"
"15916158","13","37","0.244","49.1713","1403.9","58620","0.99","0.987","90","59238","0.244"
"15916185","13","37","0.3118","49.1713","1096.8","58520","0.988","0.984","93","59216","0.3118"
"15916186","13","37","0.3118","49.1713","1099","58640","0.99","0.988","96","59238","0.3118"
"15916202","13","37","0.247","49.0894","1389.7","58640","0.989","0.988","99","59304","0.247"
"15916213","13","37","0.247","49.0894","1387.1","58530","0.989","0.987","102","59194","0.247"
"15916227","13","37","0.244","49.1713","1175.1","49064","0.994","0.979","105","49361","0.244"
"15916245","13","37","0.244","49.1713","1405.1","58670","0.989","0.988","108","59348","0.244"
"15916246","13","37","0.244","49.1713","1402.7","58570","0.988","0.984","111","59260","0.244"
"15916267","13","37","0.244","49.1713","1402.3","58550","0.99","0.986","114","59171","0.244"
"15916268","13","37","0.3118","49.1713","1095.3","58440","0.988","0.986","117","59127","0.3118"
"15916335","13","37","0.375","49.0894","915.6","58660","0.989","0.987","120","59326","0.375"
"15916348","13","37","0.3118","49","1102.5","58620","0.988","0.986","123","59326","0.3118"
"15916349","13","37","0.3118","43.0266","1121.3","52350","0.989","0.981","126","52910","0.3118"
"15916374","13","37","0.244","41.137","1173.4","40990","0.987","0.985","129","41535","0.244"
"15916388","13","37","0.2165","41.137","1584.5","49110","0.987","0.984","132","49736","0.2165"
"15916447","13","37","0.2165","41.137","1581.3","49010","0.988","0.985","135","49581","0.2165"
"15916512","13","37","0.2165","49.1713","1575","58350","0.988","0.987","138","59061","0.2165"
"15916558","13","37","0.2165","49","1583.7","58470","0.988","0.98","141","59194","0.2165"
"15916559","13","37","0.2165","49.1713","1580.4","58550","0.99","0.988","144","59127","0.2165"
"15916560","13","37","0.1875","49","1833.7","58630","0.989","0.985","147","59260","0.1875"
"15916577","13","37","0.1575","49.1713","2175.4","58630","0.99","0.989","150","59238","0.1575"
"15916672","13","37","0.1575","49.1713","2176.9","58670","0.99","0.989","153","59238","0.1575"
"15916673","13","37","0.1575","49.1713","2171.3","58520","0.99","0.987","156","59105","0.1575"
"15916704","16","38","0.1575","49.1713","2172.4","58550","0.99","0.987","3","59149","0.1575"
"15916772","16","38","0.1575","49.1713","2170.9","58510","0.99","0.986","9","59127","0.1575"
"15916773","16","38","0.1575","49.1713","2172.1","58540","0.989","0.986","12","59216","0.1575"
"15916795","16","38","0.1575","49.1713","2173.5","58580","0.989","0.985","21","59260","0.1575"
"15916826","16","38","0.1575","49.1713","2171.7","58530","0.989","0.985","27","59171","0.1575"
"15917054","16","38","0.1575","49.0894","2175.3","58530","0.99","0.988","30","59127","0.1575"
"15917160","16","38","0.1575","49.0894","2175.7","58540","0.99","0.987","33","59149","0.1575"
"15917244","16","38","0.1575","49.0894","2174.6","58510","0.988","0.984","39","59194","0.1575"
"15917245","16","38","0.1575","49.1713","2176.9","58670","0.99","0.988","42","59282","0.1575"
"15917315","16","38","0.1575","49.1713","2171.7","58530","0.99","0.988","45","59149","0.1575"
"15917316","16","38","0.1575","49","1010.1","27130","0.987","0.977","48","27491","0.1575"
"15917380","16","38","0.1575","49.1713","2170.9","58510","0.989","0.982","51","59149","0.1575"
"15917414","16","38","0.1575","49.1713","2175","58620","0.99","0.985","54","59194","0.1575"
"15917415","16","38","0.1575","49.1713","2175.4","58630","0.99","0.986","57","59238","0.1575"
"15917416","16","38","0.1575","49.1713","2176.5","58660","0.99","0.984","63","59282","0.1575"
"15917511","16","38","0.1575","49.1713","2175","58620","0.99","0.989","66","59216","0.1575"
"15917620","16","38","0.1575","49.1713","2179.1","58730","0.99","0.989","69","59326","0.1575"
"15917785","16","38","0.1575","49.1713","2176.5","58660","0.99","0.989","72","59282","0.1575"
"15917786","16","38","0.1575","49.1713","2172.8","58560","0.99","0.985","75","59149","0.1575"
"15917814","16","38","0.1575","49.1713","2170.6","58500","0.991","0.989","78","59039","0.1575"
"15917830","16","38","0.1575","49","2181.1","58580","0.99","0.986","81","59149","0.1575"
"15917866","16","38","0.1575","49.1713","2171.7","58530","0.99","0.986","84","59127","0.1575"
"15917867","16","38","0.1575","49.1713","2176.1","58650","0.99","0.988","87","59216","0.1575"
"15917962","16","38","0.1575","49.1713","2169.5","58470","0.989","0.988","90","59105","0.1575"
"15917963","16","38","0.1575","49.1713","2181.3","58790","0.989","0.988","93","59414","0.1575"
"15917964","16","38","0.1575","49.1713","2171.7","58530","0.989","0.983","96","59171","0.1575"
"15918059","16","38","0.1575","49","2180.8","58570","0.989","0.985","99","59216","0.1575"
"15918066","16","38","0.1575","49.1713","2171.7","58530","0.991","0.989","102","59083","0.1575"
"15918067","16","38","0.1575","49.1713","2167.6","58420","0.99","0.988","105","58995","0.1575"
"15918077","16","38","0.1575","49.1713","2176.9","58670","0.99","0.983","108","59282","0.1575"
"15918104","16","38","0.1378","49.1","2486.2","58540","0.989","0.986","111","59194","0.1378"
"15918136","16","38","0.1378","49.1713","2481.7","58520","0.99","0.987","114","59105","0.1378"
"15918153","16","38","0.1378","49.1713","2471.6","58280","0.988","0.981","120","58995","0.1378"
"15918348","16","38","0.1181","49.1713","2898.2","58570","0.986","0.985","129","59392","0.1181"
"15918387","16","38","0.1181","49.1713","2890.8","58420","0.988","0.983","132","59105","0.1181"
"15918467","16","38","0.1378","43.0266","2480.4","51180","0.989","0.988","135","51742","0.1378"
"15918468","16","38","0.1378","41.8456","2475.7","49680","0.99","0.99","138","50199","0.1378"
"15918490","16","38","0.145","44.0928","1887.7","42000","0.989","0.987","141","42483","0.145"
"15918594","16","38","0.1378","49.1","2478.1","58350","0.987","0.984","144","59105","0.1378"
"15918682","16","38","0.1378","49.1","2484.9","58510","0.988","0.986","147","59238","0.1378"
"15918683","16","38","0.1378","49.1","2478.1","58350","0.988","0.987","150","59083","0.1378"
"15918732","16","38","0.1378","49.1","2473","58230","0.986","0.983","153","59061","0.1378"
"15918758","16","38","0.1378","49.1","2129.4","50140","0.987","0.983","156","50816","0.1378"
"15918759","16","38","0.1378","49.1","2478.1","58350","0.987","0.984","159","59127","0.1378"
"15918760","16","38","0.1575","49.1","2172.6","58470","0.99","0.987","162","59083","0.1575"
"15918832","16","38","0.1575","49.1","2167.4","58330","0.988","0.985","165","59061","0.1575"
"15919040","16","38","0.1772","43.0266","1940.6","51490","0.989","0.988","168","52073","0.1772"
"15919041","16","38","0.1772","43.0266","1938.7","51440","0.989","0.988","171","52007","0.1772"
"15919070","16","38","0.1772","43.0266","1940.2","51480","0.989","0.989","174","52051","0.1772"
"15919088","16","38","0.1772","49.1713","1943.4","58926","0.994","0.991","177","59282","0.1772"
"15919171","16","38","0.1772","49.1","1929.2","58414","0.989","0.986","180","59061","0.1772"
"15919194","16","38","0.1772","49.1713","1939.7","58815","0.994","0.993","183","59171","0.1772"
"15919240","16","38","0.1772","49.0894","1939.3","58706","0.994","0.988","186","59061","0.1772"
"15919241","16","38","0.1575","49.1713","2159.4","58198","0.994","0.981","189","58550","0.1575"
"15919312","16","38","0.1575","49.1288","2147.6","57830","0.994","0.978","192","58180","0.1575"
"15919328","16","38","0.1575","49.1713","2155.4","58089","0.994","0.982","195","58440","0.1575"
"15919370","15","37","0.1575","49.0894","2164.5","58238","0.994","0.98","3","58590","0.1575"
"15919371","15","37","0.145","44.014","1883.3","41827","0.994","0.981","6","42080","0.145"
"15919422","15","37","0.1378","49.1713","2471.5","58278","0.994","0.982","9","58630","0.1378"
"15919442","15","37","0.1575","49.0894","2163.8","58218","0.994","0.981","12","58570","0.1575"
"15919505","15","37","0.2165","40.1527","1488.9","43180","0.988","0.922","24","43717","0.2165"
"15919531","15","37","0.1969","50.5854","1644.4","54640","0.989","0.936","27","55225","0.1969"
"15919547","15","37","0.1969","50.5067","1650.6","54760","0.993","0.935","33","55137","0.1969"
"15919578","15","37","0.1969","50.5067","1665.3","55250","0.991","0.944","39","55754","0.1969"
"15919579","15","37","0.1575","61.2936","1405.9","45280","0.991","0.96","42","45701","0.1575"
"15919598","15","37","0.1575","52.79","2038.3","56537","0.994","0.941","45","56879","0.1575"
"15919623","15","37","0.1575","53.0656","2113.4","58926","0.994","0.963","51","59282","0.1575"
"15919643","15","37","0.1575","52.6719","2126.1","58840","0.991","0.961","54","59392","0.1575"
"15919654","15","37","0.1575","52.8688","2103.2","58422","0.994","0.951","60","58775","0.1575"
"15919669","15","37","0.1575","53.1444","2058.5","57480","0.994","0.931","63","57827","0.1575"
"15919670","15","37","0.1575","49.7587","2003.2","52373","0.994","0.926","66","52690","0.1575"
"15919683","15","37","0.1575","51.0972","2059","55280","0.991","0.942","69","55798","0.1575"
"15919710","15","37","0.1378","40.2","2314.7","42775","0.994","0.921","72","43034","0.1378"
"15919748","15","37","0.1378","40.0346","2326.1","42810","0.99","0.927","75","43254","0.1378"
"15919749","15","37","0.1378","40.1527","2345.8","43300","0.99","0.934","78","43717","0.1378"
"15919750","15","37","0.1378","40.2315","2302.3","42580","0.99","0.922","81","43012","0.1378"
"15919887","15","37","0.1378","40.1527","2344.7","43280","0.99","0.932","90","43739","0.1378"
"15919888","15","37","0.1378","40.2315","2317.4","42860","0.988","0.922","93","43364","0.1378"
"15919889","15","37","0.1378","40.2315","2309.3","42710","0.994","0.919","96","42968","0.1378"
"15919890","15","37","0.1378","40.2315","2346.1","43389","0.994","0.931","99","43651","0.1378"
"15919932","15","37","0.1378","40.2315","2402.8","44440","0.989","0.952","102","44930","0.1378"
"15919933","15","37","0.1378","40.2315","2320.1","42910","0.99","0.921","105","43364","0.1378"
"15919961","15","37","0.1378","40.2315","2393.1","44260","0.987","0.952","108","44864","0.1378"
"15919962","15","37","0.1378","40.2315","2398.5","44360","0.988","0.953","114","44886","0.1378"
"15920118","15","37","0.1378","43.4597","2444.3","50240","0.984","0.966","126","51036","0.1378"
"15920119","15","37","0.1378","40.0346","1689.5","31990","0.983","0.94","129","32540","0.1378"
"15920120","15","37","0.1378","49.2469","2518.7","58662","0.994","0.991","132","59017","0.1378"
"15920219","15","37","0.1378","49.2469","2488","58553","0.994","0.993","135","58907","0.1378"
"15920220","15","37","0.1378","49.2469","1580.9","36820","0.984","0.98","138","37412","0.1378"
"15920221","15","37","0.1378","49.2469","2484.7","57870","0.988","0.987","144","58554","0.1378"
"15920310","15","37","0.1378","49.2469","2500.9","58246","0.994","0.992","150","58598","0.1378"
"15920311","15","37","0.1378","49.2469","1766","41131","0.994","0.989","153","41380","0.1378"
"15920333","15","37","0.1378","49.2469","2118.9","49350","0.985","0.981","156","50111","0.1378"
"15920351","15","37","0.1378","61.4117","1207.1","35060","0.983","0.946","159","35670","0.1378"
"15920352","15","37","0.1575","49.2469","2186.3","58200","0.988","0.985","162","58929","0.1575"
"15920429","15","37","0.1875","49.3256","1808.3","58000","0.986","0.985","165","58819","0.1875"
"15920430","15","37","0.244","49.2469","1400.9","58378","0.994","0.993","168","58731","0.244"
"15920431","15","37","0.244","49.2469","1402.5","58444","0.994","0.994","171","58797","0.244"
"15920470","15","37","0.244","49.2469","1404","58509","0.994","0.993","174","58863","0.244"
"15920471","15","37","0.244","49.9555","1405.9","59430","0.994","0.993","177","59789","0.244"
"15920488","15","37","0.244","49.2469","1405.6","58575","0.994","0.991","180","58929","0.244"
"15920526","15","37","0.244","49.2469","1407.2","58641","0.994","0.992","183","58995","0.244"
"15920527","16","38","0.3118","49.2075","1093.4","58180","0.994","0.986","3","58532","0.3118"
"15920528","16","38","0.3118","49.2469","1100","58575","0.994","0.992","6","58929","0.3118"
"15920587","16","38","0.3118","49.2469","1099.1","58531","0.994","0.991","9","58885","0.3118"
"15920614","16","38","0.3118","49.2469","1097.5","58444","0.994","0.991","12","58797","0.3118"
"15920639","16","38","0.3118","49.6799","1092.8","58706","0.994","0.991","15","59061","0.3118"
"15920640","16","38","0.3118","49.2469","1095.4","58333","0.994","0.99","18","58686","0.3118"
"15920672","16","38","0.244","49.2469","1401.4","58400","0.994","0.991","21","58753","0.244"
"15920673","16","38","0.244","49.9555","1408.5","59539","0.994","0.994","24","59899","0.244"
"15920674","16","38","0.244","49.9555","1409.5","59583","0.994","0.992","27","59943","0.244"
"15920694","16","38","0.1875","49.2469","1829.2","58575","0.994","0.992","30","58929","0.1875"
"15920720","16","38","0.1772","49.2469","1943.3","58202","0.994","0.991","33","58554","0.1772"
"15920721","16","38","0.1378","49.2469","2501.8","58268","0.994","0.991","36","58620","0.1378"
"15920746","16","38","0.1378","49.2469","2497.1","58158","0.994","0.991","39","58510","0.1378"
"15920747","16","38","0.1378","49.2469","2496.2","58137","0.994","0.991","42","58488","0.1378"
"15920788","16","38","0.1378","49.9555","2383.8","56909","0.994","0.948","45","57253","0.1378"
"15920905","16","38","0.1378","49.1","2497","58794","0.994","0.991","57","59149","0.1378"
"15920906","16","38","0.1378","49.1","2127.5","50094","0.994","0.989","60","50397","0.1378"
"15920930","16","38","0.11","60.0968","3191","73410","0.994","0.99","66","73854","0.11"
"15920959","16","38","0.1378","60.5","2534","73520","0.994","0.993","69","73964","0.1378"
"15920960","16","38","0.1575","61.333","2186.4","73498","0.994","0.993","75","73942","0.1575"
"15921041","16","38","0.1575","61.333","2183.7","73410","0.994","0.991","78","73854","0.1575"
"15921091","16","38","0.1575","61.333","2179.2","73257","0.994","0.991","81","73700","0.1575"
"15921092","16","38","0.1575","61.333","2185.7","73476","0.994","0.992","84","73920","0.1575"
"15921104","16","38","0.1575","61.333","2188.9","73585","0.994","0.992","87","74030","0.1575"
"15921115","16","38","0.1575","61.333","2189.6","73608","0.994","0.992","90","74053","0.1575"
"15921182","16","38","0.1575","61.333","2191.6","73674","0.994","0.993","93","74119","0.1575"
"15921201","16","38","0.1575","61.333","2191.6","73674","0.994","0.993","96","74119","0.1575"
"15921208","16","38","0.1575","61.333","2177.9","73214","0.994","0.99","99","73656","0.1575"
"15921209","16","38","0.1575","61.333","2177.3","73192","0.994","0.992","102","73634","0.1575"
"15921234","16","38","0.1575","61.3724","2174.6","73148","0.994","0.99","105","73590","0.1575"
"15921246","16","38","0.1575","61.333","2184.4","73432","0.994","0.992","108","73876","0.1575"
"15921270","16","38","0.1875","61.2936","1821.8","72863","0.994","0.987","111","73303","0.1875"
"15921294","16","38","0.1875","61.333","1838.2","73563","0.994","0.99","114","74008","0.1875"
"15921295","16","38","0.2165","61.333","1581","73059","0.994","0.992","117","73501","0.2165"
"15921296","16","38","0.2165","61.333","1581","73059","0.994","0.989","120","73501","0.2165"
"15921401","16","38","0.2165","61.333","1583","73148","0.994","0.989","126","73590","0.2165"
"15921402","16","38","0.244","61.333","1410.9","73476","0.994","0.99","129","73920","0.244"
"15921492","16","38","0.244","61.333","1406.6","73257","0.994","0.993","132","73700","0.244"
"15921493","16","38","0.244","61.333","1412.9","73585","0.994","0.992","135","74030","0.244"
"15921494","16","38","0.247","61.333","1395.4","73563","0.994","0.992","138","74008","0.247"
"15921673","16","38","0.247","61.333","1393.3","73454","0.994","0.992","141","73898","0.247"
"15921713","16","38","0.247","61.333","1387.9","73170","0.994","0.991","147","73612","0.247"
"15921799","16","38","0.3118","61.333","1098.1","73080","0.99","0.987","150","73810","0.3118"
"15921800","16","38","0.37","61.333","653.1","51580","0.986","0.946","153","52337","0.37"
"15921824","16","38","0.375","61.4117","911.5","73050","0.989","0.985","156","73832","0.375"
"15921926","16","38","0.3118","61.1","1097.9","72790","0.986","0.979","162","73810","0.3118"
"15921927","16","38","0.2598","61.333","1299.5","72810","0.975","0.971","165","74648","0.2598"
"15921973","16","38","0.25","49.2","824.1","35640","0.986","0.976","168","36155","0.25"
"15922003","16","38","0.2165","43.8928","1591.1","52620","0.989","0.988","171","53219","0.2165"
"15922004","16","38","0.2165","41.137","1293.1","40080","0.988","0.985","174","40565","0.2165"
"15922061","15","37","0.1575","49.1713","2167.6","58420","0.991","0.988","3","58951","0.1575"
"15922062","15","37","0.145","44.014","1894.6","42080","0.986","0.983","6","42659","0.145"
"15922063","15","37","0.1575","49.1713","2172.4","58550","0.99","0.989","9","59127","0.1575"
"15922064","15","37","0.154","36.8489","1863.9","36810","0.988","0.983","12","37258","0.154"
"15922089","15","37","0.1378","38.1449","2496.6","45670","0.988","0.983","15","46208","0.1378"
"15922111","15","37","0.1181","49.1","2902.4","58570","0.987","0.984","18","59326","0.1181"
"15922112","15","37","0.1181","49.1","2919","58904","0.994","0.992","21","59260","0.1181"
"15922141","15","37","0.1378","49.1","2502.6","58926","0.994","0.992","24","59282","0.1378"
"15922158","15","37","0.1378","49.05","2274.1","53491","0.994","0.903","27","53814","0.1378"
"15922186","15","37","0.1378","49.1681","2353.2","55485","0.994","0.934","30","55820","0.1378"
"15922187","15","37","0.1575","49.1713","1753","47245","0.994","0.991","33","47531","0.1575"
"15922188","15","37","0.1575","49.1713","1755.5","47311","0.994","0.993","36","47597","0.1575"
"15922221","15","37","0.1575","49.1713","1753","47245","0.994","0.99","39","47531","0.1575"
"15922222","15","37","0.1575","49.1","2183.9","58772","0.994","0.99","42","59127","0.1575"
"15922223","15","37","0.1575","49.1","2180.6","58684","0.994","0.992","45","59039","0.1575"
"15922246","15","37","0.1575","49.1","2183.9","58772","0.994","0.992","48","59127","0.1575"
"15922288","15","37","0.1575","49.1","2185.5","58815","0.994","0.991","51","59171","0.1575"
"15922299","15","37","0.1575","49.1","2178.2","58620","0.991","0.987","54","59127","0.1575"
"15922300","15","37","0.1575","49.1","2174.8","58530","0.99","0.987","57","59105","0.1575"
"15922313","15","37","0.1575","49.1","2176.3","58570","0.989","0.986","60","59194","0.1575"
"15922327","15","37","0.1575","49.1","2184.7","58794","0.994","0.991","63","59149","0.1575"
"15922352","15","37","0.1575","49.1","2190.4","58948","0.994","0.991","66","59304","0.1575"
"15922353","15","37","0.1575","49.1","2184.7","58794","0.994","0.99","69","59149","0.1575"
"15922382","15","37","0.1575","49","1757.5","47202","0.994","0.992","72","47487","0.1575"
"15922395","15","37","0.1575","49","1756.7","47180","0.994","0.992","75","47465","0.1575"
"15922396","15","37","0.1575","49.0107","1758.8","47245","0.994","0.992","78","47531","0.1575"
"15922410","15","37","0.1575","49.0894","1743.8","46920","0.99","0.987","81","47399","0.1575"
"15922425","15","37","0.1575","49.1","2189.6","58926","0.994","0.992","84","59282","0.1575"
"15922426","15","37","0.1575","49.1","2187.2","58860","0.994","0.991","87","59216","0.1575"
"15922427","15","37","0.1575","49.1713","2180.2","58760","0.99","0.989","90","59370","0.1575"
"15922441","15","37","0.1575","49.1713","2180.7","58772","0.994","0.99","93","59127","0.1575"
"15922442","15","37","0.1575","49.1713","2176.1","58650","0.99","0.986","96","59260","0.1575"
"15922503","15","37","0.1575","49","2181.9","58600","0.985","0.985","99","59502","0.1575"
"15922504","15","37","0.1575","49.0894","2187.6","58860","0.994","0.991","102","59216","0.1575"
"15922505","15","37","0.1575","49.0894","2178.3","58610","0.992","0.986","105","59105","0.1575"
"15922506","15","37","0.1575","49.0894","2174.2","58500","0.991","0.987","108","59061","0.1575"
"15922507","15","37","0.1575","49.0894","2181.1","58684","0.994","0.989","111","59039","0.1575"
"15922552","15","37","0.1575","49.0894","2182.7","58728","0.994","0.989","114","59083","0.1575"
"15922553","15","37","0.1575","49.1681","2183.3","58838","0.994","0.991","117","59194","0.1575"
"15922554","15","37","0.1575","61.333","2182.5","73367","0.994","0.992","120","73810","0.1575"
"15922604","15","37","0.1772","49.1713","1949.1","59101","0.994","0.993","123","59458","0.1772"
"15922627","15","37","0.185","49.1","1860.4","58810","0.991","0.989","126","59348","0.185"
"15922628","15","37","0.185","49.1","1864.8","58948","0.994","0.992","129","59304","0.185"
"15922639","15","37","0.185","49.1","1864.8","58948","0.994","0.993","132","59304","0.185"
"15922708","15","37","0.2165","49.1","1584.3","58610","0.992","0.989","135","59105","0.2165"
"15922726","15","37","0.2165","49.1","1590.5","58838","0.994","0.991","138","59194","0.2165"
"15922752","15","37","0.2165","49.1","1587","58706","0.994","0.991","144","59061","0.2165"
"15922753","15","37","0.2165","49","1589.6","58684","0.994","0.993","147","59039","0.2165"
"15922795","15","37","0.2165","61.2936","1576.6","72810","0.991","0.985","150","73479","0.2165"
"15922796","15","37","0.247","61.333","1348.8","71110","0.989","0.96","153","71914","0.247"
"15922840","15","37","0.247","61.333","842.5","44420","0.997","0.991","156","44533","0.247"
"15922894","15","37","0.283","61.333","1210.6","73130","0.99","0.987","159","73876","0.283"
"15922895","15","37","0.3118","61.333","1096.1","72950","0.99","0.987","162","73700","0.3118"
"15922896","15","37","0.3118","49.1","1104","58820","0.991","0.989","165","59348","0.3118"
"15922954","15","37","0.3118","49.1713","1096.8","58520","0.991","0.988","168","59039","0.3118"
"15922975","15","37","0.3118","49.1713","817.1","43600","0.986","0.942","171","44202","0.3118"
"15922976","15","37","0.3118","49.1713","873.5","46610","0.989","0.986","174","47134","0.3118"
"15923009","15","37","0.3118","49","1102.1","58600","0.989","0.986","177","59238","0.3118"
"15923010","15","37","0.3118","49.1","1100.2","58620","0.99","0.987","180","59194","0.3118"
"15923011","15","37","0.3118","49.1","699.7","37280","0.988","0.981","183","37743","0.3118"
"15923025","15","37","0.244","49.1681","1404.5","58640","0.99","0.989","186","59238","0.244"
"15923026","15","37","0.244","49.1","1404.3","58550","0.99","0.988","189","59149","0.244"
"15923037","15","37","0.244","49.0894","1404.8","58560","0.992","0.989","192","59061","0.244"
"15923038","15","37","0.244","49.1713","655.2","27360","0.986","0.979","195","27756","0.244"
"15923052","16","38","0.244","49.1713","1403","58580","0.989","0.987","3","59216","0.244"
"15923053","16","38","0.2165","49.0894","1581.7","58500","0.988","0.985","6","59238","0.2165"
"15923074","16","38","0.1875","49.1","1830.9","58660","0.991","0.987","9","59171","0.1875"
"15923090","16","38","0.2165","49.1","1571.8","58750","0.989","0.986","12","59414","0.2165"
"15923125","16","38","0.25","49.1","1359.6","58680","0.989","0.987","15","59326","0.25"
"15923175","16","38","0.3118","49.1","1087.9","58560","0.99","0.984","18","59171","0.3118"
"15923191","16","38","0.375","49.1713","912.4","58550","0.991","0.99","21","59083","0.375"
"15923221","16","38","0.448","49.1","761.4","58890","0.987","0.984","24","59679","0.448"
"15923222","16","38","0.375","49.1","905.1","58600","0.988","0.985","27","59282","0.375"
"15923223","16","38","0.45","41.7669","751.4","49660","0.988","0.982","30","50287","0.45"
"15923257","16","38","0.375","49.2862","712.2","45810","0.988","0.947","33","46385","0.375"
