"ProcesoID","CrewID","ShiftID","CurrentGuage","CurrentWidth","CoilLength","NetWeight","LineYield","AccumulatedYield","ProcessingSequence","LineEntryWeight","ZMillInitialThickness"
"15877412","16","37","0.244","61.333","1399.6","72890","0.992","0.986","84","73479","0.244"
"15877433","16","37","0.2464","61.333","1387.1","72950","0.988","0.985","93","73810","0.2464"
"15877440","16","37","0.247","61.333","1387.9","73170","0.99","0.983","96","73920","0.247"
"15877467","16","37","0.25","48.9713","831.1","35410","0.989","0.979","99","35803","0.25"
"15877468","16","37","0.25","49.8713","814.7","35350","0.988","0.98","102","35781","0.25"
"15877469","16","37","0.244","48.9713","1415.4","58860","0.991","0.987","105","59414","0.244"
"15877558","16","37","0.247","60","1414.4","72948","0.994","0.983","108","73389","0.247"
"15877559","16","37","0.1772","48.9713","1939.5","58570","0.991","0.986","111","59105","0.1772"
"15877609","16","37","0.1772","49.1288","1916","58046","0.994","0.978","114","58397","0.1772"
"15877610","16","37","0.1772","48.9713","1950.4","58900","0.991","0.988","117","59458","0.1772"
"15877657","16","37","0.1772","48.9713","1947.4","58810","0.991","0.987","120","59370","0.1772"
"15877658","16","37","0.2165","48.9713","1584.9","58480","0.991","0.985","123","59039","0.2165"
"15877688","16","37","0.1772","48.9713","1949.7","58880","0.991","0.987","126","59436","0.1772"
"15877734","16","37","0.2165","48.9713","1580.9","58330","0.99","0.985","129","58929","0.2165"
"15877782","16","37","0.2165","48.9713","1591.7","58730","0.99","0.986","132","59348","0.2165"
"15877783","16","37","0.25","48.9713","832.7","35480","0.987","0.977","135","35935","0.25"
"15877810","16","37","0.244","54.3254","1402.8","64710","0.989","0.983","138","65408","0.244"
"15877822","16","37","0.244","54.2073","1409.9","64900","0.99","0.985","141","65543","0.244"
"15877835","16","37","0.244","54.1286","1409.6","64790","0.991","0.986","144","65408","0.244"
"15877836","16","37","0.244","54.2073","1408","64810","0.991","0.987","147","65366","0.244"
"15877896","16","37","0.244","54.6404","1403.5","65120","0.99","0.986","150","65763","0.244"
"15877897","16","37","0.244","54.3254","1403.4","64740","0.989","0.983","153","65433","0.244"
"15877939","16","37","0.247","61.333","1387.9","73170","0.99","0.984","156","73876","0.247"
"15877956","16","37","0.283","61.333","1203","72670","0.991","0.983","159","73347","0.283"
"15877993","16","37","0.3118","61.333","1099.4","73170","0.994","0.986","162","73612","0.3118"
"15877994","16","37","0.375","61.333","895.6","71690","0.989","0.987","165","72465","0.375"
"15878012","16","37","0.45","61.2543","762.6","73160","0.991","0.985","168","73854","0.45"
"15878044","16","37","0.375","61.333","880.8","70500","0.989","0.968","174","71319","0.375"
"15878063","15","38","0.247","61.333","1386.7","73110","0.991","0.983","3","73788","0.247"
"15878064","15","38","0.2165","61.333","1582.5","73130","0.991","0.983","6","73788","0.2165"
"15878065","15","38","0.2165","54.2","1584.9","64720","0.991","0.986","9","65300","0.2165"
"15878075","15","38","0.1875","49.1","1836.2","58830","0.991","0.985","12","59370","0.1875"
"15878091","15","38","0.1875","49.1","1840.6","58970","0.991","0.987","18","59480","0.1875"
"15878092","15","38","0.1875","49.1","1842.7","59035","0.994","0.989","21","59392","0.1875"
"15878128","15","38","0.178","61.333","1928.5","73270","0.991","0.986","24","73942","0.178"
"15878129","15","38","0.178","61.333","1926.7","73200","0.992","0.986","27","73810","0.178"
"15878130","15","38","0.1575","61.1787","2183.2","73210","0.989","0.983","30","74008","0.1575"
"15878150","15","38","0.1575","54.2073","2179.3","64750","0.989","0.984","33","65477","0.1575"
"15878177","15","38","0.1575","54.2073","2178.3","64720","0.989","0.983","39","65408","0.1575"
"15878178","15","38","0.1575","54.2","1484.8","44110","0.991","0.983","42","44533","0.1575"
"15878212","15","38","0.1575","54.2","2180.9","64790","0.989","0.984","45","65521","0.1575"
"15878213","15","38","0.1575","54.2073","2182.3","64840","0.99","0.985","48","65521","0.1575"
"15878214","15","38","0.1575","49.1681","2183","58830","0.99","0.986","51","59436","0.1575"
"15878235","15","38","0.1575","49.1","2186","58830","0.991","0.987","54","59348","0.1575"
"15878250","15","38","0.1378","54.9947","2479.1","65380","0.99","0.985","57","66028","0.1378"
"15878285","15","38","0.1378","54.8766","2486.7","65440","0.99","0.987","60","66094","0.1378"
"15878286","15","38","0.1378","54.7978","2495.2","65570","0.99","0.987","66","66204","0.1378"
"15878287","15","38","0.1378","54.7585","2409","63260","0.986","0.951","69","64132","0.1378"
"15878333","15","38","0.1378","54.7191","2385.2","62590","0.988","0.937","72","63338","0.1378"
"15878391","15","38","0.1378","54.2","2497.7","64920","0.99","0.985","75","65543","0.1378"
"15878392","15","38","0.1378","54.2","2495","64850","0.99","0.986","78","65521","0.1378"
"15878444","15","38","0.1378","48.9713","2004.7","47080","0.99","0.985","84","47553","0.1378"
"15878487","15","38","0.1181","36.4521","2916","43686","0.994","0.983","87","43950","0.1181"
"15878509","15","38","0.1181","36.4521","2894.8","43368","0.994","0.98","90","43630","0.1181"
"15878529","15","38","0.1575","49.9319","2141.1","58596","0.994","0.981","93","58950","0.1575"
"15878530","15","38","0.1575","49.1","2185.6","58820","0.99","0.985","99","59414","0.1575"
"15878531","15","38","0.1575","49.1","2184.9","58800","0.99","0.985","102","59370","0.1575"
"15878632","15","38","0.1575","49.1","2193.7","59035","0.994","0.988","105","59392","0.1575"
"15878641","15","38","0.1575","49.1","2193.7","59035","0.994","0.989","108","59392","0.1575"
"15878642","15","38","0.1575","49.1","2194.5","59057","0.994","0.988","111","59414","0.1575"
"15878654","15","38","0.1575","49.1","2192.8","59013","0.994","0.989","114","59370","0.1575"
"15878694","15","38","0.1575","49.1","2190.4","58948","0.994","0.989","117","59304","0.1575"
"15878765","15","38","0.1575","49.1","2188.8","58904","0.994","0.988","120","59260","0.1575"
"15878766","15","38","0.1772","48.9713","1949.8","58882","0.994","0.99","123","59238","0.1772"
"15878792","15","38","0.1875","49.1","1837.5","58870","0.99","0.986","126","59436","0.1875"
"15878828","15","38","0.1875","49.1","1839.3","58926","0.994","0.99","129","59282","0.1875"
"15878829","15","38","0.1875","49.1681","1840.1","59035","0.994","0.99","132","59392","0.1875"
"15878830","15","38","0.1875","49.1681","1838.1","58970","0.994","0.989","135","59326","0.1875"
"15878863","15","38","0.1875","49.1681","1842.2","59101","0.994","0.989","141","59458","0.1875"
"15878879","15","38","0.1875","49.1681","1840.8","59057","0.994","0.988","144","59414","0.1875"
"15878880","15","38","0.1984","49.1","1686.7","57180","0.989","0.96","147","57827","0.1984"
"15878908","15","38","0.2165","49.1","1592.3","58904","0.994","0.988","150","59260","0.2165"
"15878909","15","38","0.247","49.1","1394.6","58860","0.994","0.99","153","59216","0.247"
"15878963","15","38","0.3118","49.1","1104.9","58870","0.991","0.986","156","59414","0.3118"
"15878964","15","38","0.3118","49.1","1111","59188","0.994","0.989","159","59546","0.3118"
"15878965","15","38","0.3118","49.1","1111.4","59210","0.994","0.989","162","59568","0.3118"
"15878993","15","38","0.3118","49.1","1104.4","58840","0.99","0.985","165","59414","0.3118"
"15878994","15","38","0.3118","49.1","1112.2","59254","0.994","0.99","168","59612","0.3118"
"15878995","15","38","0.247","49.1681","1389.3","58720","0.989","0.988","174","59392","0.247"
"15879049","15","38","0.1875","49.1681","1838.7","58991","0.994","0.99","177","59348","0.1875"
"15879108","15","38","0.169","42.0424","1935.2","47850","0.997","0.935","180","47970","0.169"
"15879167","15","38","0.1378","43.4203","2507.2","52746","0.994","0.985","183","53065","0.1378"
"15879168","15","38","0.1378","43.4203","2515.5","52921","0.994","0.988","186","53241","0.1378"
"15879169","15","38","0.1378","43.4597","2493.2","52500","0.99","0.981","189","53043","0.1378"
"15879205","15","38","0.1378","43.4991","2486.2","52400","0.989","0.98","192","52999","0.1378"
"15879219","15","38","0.1378","43.4597","2368.3","49870","0.987","0.929","195","50551","0.1378"
"15879220","15","38","0.1378","43.6172","2483.8","52490","0.988","0.98","198","53131","0.1378"
"15879267","15","38","0.1378","42.5","2496.1","51400","0.986","0.979","201","52117","0.1378"
"15879282","15","38","0.1575","41.6881","2165.8","50000","0.989","0.979","204","50574","0.1575"
"15879328","15","38","0.1575","49.181","1742.4","46970","0.99","0.983","207","47465","0.1575"
"15879329","15","38","0.1575","49.1681","1742.1","46950","0.989","0.981","210","47487","0.1575"
"15879346","15","38","0.1575","49.1681","1743.6","46990","0.989","0.981","213","47509","0.1575"
"15879361","15","38","0.1575","49.1681","1741.8","46940","0.988","0.979","216","47509","0.1575"
"15879362","16","37","0.1575","49.1681","2182.2","58810","0.989","0.984","3","59436","0.1575"
"15879363","16","37","0.1575","49.1","2187.8","58880","0.99","0.985","6","59480","0.1575"
"15879379","16","37","0.1575","49.1","2190.8","58960","0.991","0.986","9","59502","0.1575"
"15879408","16","37","0.1575","49.1","2184.9","58800","0.99","0.985","12","59414","0.1575"
"15879409","16","37","0.1575","49.1","2082.3","56040","0.988","0.937","15","56702","0.1575"
"15879432","16","37","0.1575","49.1681","2188.2","58970","0.99","0.986","18","59568","0.1575"
"15879444","16","37","0.1575","49.1681","2180.7","58770","0.991","0.986","21","59282","0.1575"
"15879451","16","37","0.1575","49.1681","2184.1","58860","0.99","0.986","24","59436","0.1575"
"15879464","16","37","0.1875","49.1681","1836.2","58910","0.99","0.985","27","59502","0.1875"
"15879465","16","37","0.2165","49.1","1147.7","42460","0.989","0.979","30","42946","0.2165"
"15879492","16","37","0.247","49.1","1206","50900","0.989","0.983","33","51455","0.247"
"15879493","16","37","0.247","49.1681","1396.9","59040","0.991","0.986","36","59590","0.247"
"15879494","16","37","0.247","49.1681","1390.3","58760","0.99","0.985","39","59348","0.247"
"15879505","16","37","0.247","49.1681","1398.6","59110","0.991","0.987","42","59634","0.247"
"15879512","16","37","0.247","49.1681","1394.1","58920","0.99","0.986","45","59502","0.247"
"15879513","16","37","0.244","42.2393","1389.7","50360","0.99","0.984","48","50860","0.244"
"15879532","16","37","0.1875","49.1681","1838.7","58990","0.992","0.988","51","59480","0.1875"
"15879533","16","37","0.1575","49.1","2187.1","58860","0.991","0.986","54","59414","0.1575"
"15879553","16","37","0.154","36.967","2209.6","44230","0.99","0.983","57","44687","0.154"
"15879554","16","37","0.155","37.9481","1851.4","38290","0.988","0.979","60","38757","0.155"
"15879626","16","37","0.155","36.967","1867.3","37620","0.989","0.98","63","38029","0.155"
"15879720","16","37","0.155","39.1292","1854.6","39550","0.988","0.979","66","40013","0.155"
"15879721","16","37","0.155","40.3102","1867.6","41030","0.988","0.977","69","41535","0.155"
"15879778","16","37","0.169","41.7669","2012.6","49950","0.989","0.98","72","50485","0.169"
"15879787","16","37","0.169","41.7669","2017.4","50070","0.989","0.979","75","50618","0.169"
"15879788","16","37","0.169","41.7669","2011.4","49920","0.989","0.978","78","50463","0.169"
"15879807","16","37","0.201","36.967","1686.4","44060","0.99","0.983","81","44511","0.201"
"15879829","16","37","0.201","40.3102","1691.2","48180","0.99","0.982","84","48678","0.201"
"15879848","16","37","0.23","41.7669","1483.2","50100","0.988","0.982","87","50684","0.23"
"15879849","16","37","0.244","49.1","1408.1","58710","0.989","0.984","90","59348","0.244"
"15880000","16","37","0.333","37.5938","809.3","35260","0.99","0.981","93","35604","0.333"
"15880001","16","37","0.333","36.6489","824.1","35000","0.992","0.982","96","35274","0.333"
"15880002","16","37","0.333","40.3102","818.4","38630","0.986","0.932","99","39176","0.333"
"15880003","16","37","0.34","40.9007","991.9","48500","0.991","0.983","102","48920","0.34"
"15880004","16","37","0.34","40.3102","1001.2","48250","0.99","0.98","105","48744","0.34"
"15880005","16","37","0.34","41.7669","1000.6","49960","0.99","0.98","108","50441","0.34"
"15880006","16","37","0.375","49.1","916.4","58720","0.99","0.986","111","59304","0.375"
"15880007","16","37","0.3118","49.1","1102.7","58750","0.991","0.982","114","59282","0.3118"
"15880008","16","37","0.244","61.2149","1406.1","73090","0.99","0.982","117","73854","0.244"
"15880112","16","37","0.244","61.1755","1395.6","72500","0.986","0.975","120","73543","0.244"
"15880168","16","37","0.3118","49.1288","807.1","43030","0.986","0.884","123","43629","0.3118"
"15880169","16","37","0.375","49.1","917.5","58790","0.99","0.985","126","59370","0.375"
"15880206","16","37","0.45","36.6489","760.5","43650","0.989","0.981","135","44114","0.45"
"15880207","16","37","0.375","49.1","917.6","58800","0.989","0.984","138","59436","0.375"
"15880318","16","37","0.333","36.6489","820.5","34850","0.989","0.978","141","35230","0.333"
"15880319","16","37","0.333","36.6489","820.3","34840","0.986","0.975","144","35318","0.333"
"15880320","16","37","0.333","38.1449","821.4","36310","0.992","0.982","147","36618","0.333"
"15880365","16","37","0.3118","49.1","1103.1","58770","0.991","0.986","150","59282","0.3118"
"15880366","16","37","0.3118","49.1","1102.1","58720","0.991","0.984","153","59282","0.3118"
"15880379","16","37","0.247","49.1","1393.2","58800","0.99","0.985","156","59414","0.247"
"15880395","16","37","0.244","49.1","1330.7","55480","0.987","0.93","159","56195","0.244"
"15880396","16","37","0.244","49.1","1409.3","58760","0.99","0.985","162","59348","0.244"
"15880440","16","37","0.1875","61.1755","1815.2","72460","0.987","0.977","165","73413","0.1875"
"15880441","16","37","0.1772","49.1","1945.5","58904","0.994","0.986","168","59260","0.1772"
"15880472","16","37","0.1772","43.2","1947.1","51869","0.994","0.99","171","52183","0.1772"
"15880485","16","37","0.1772","43.2","1943.3","51770","0.99","0.985","174","52315","0.1772"
"15880486","16","37","0.1772","43.2","1938","51630","0.989","0.985","177","52183","0.1772"
"15880524","16","37","0.1772","43.2","1936.5","51590","0.988","0.984","180","52205","0.1772"
"15880525","16","37","0.1772","41.4","1915","48890","0.988","0.982","183","49471","0.1772"
"15880526","16","37","0.1772","43.2","1940.7","51700","0.989","0.984","186","52249","0.1772"
"15880551","16","37","0.174","40.6","1980.1","48680","0.991","0.986","189","49141","0.174"
"15880573","15","38","0.1575","49.1","2187.2","58860","0.994","0.987","3","59216","0.1575"
"15880574","15","38","0.1575","49.1","2191.2","58970","0.994","0.986","6","59326","0.1575"
"15880575","15","38","0.1378","49.1","2488.3","58590","0.988","0.981","9","59282","0.1378"
"15880576","15","38","0.1378","43.1","2450.1","50640","0.99","0.986","15","51169","0.1378"
"15880595","15","38","0.1378","42.8","2367.9","48600","0.986","0.923","18","49295","0.1378"
"15880604","15","38","0.116","36.8489","2491.4","37060","0.987","0.979","21","37544","0.116"
"15880633","15","38","0.113","36.8489","2481.6","35960","0.983","0.939","24","36596","0.113"
"15880651","15","38","0.1181","38.1449","2901","45480","0.987","0.982","27","46098","0.1181"
"15880659","15","38","0.1181","39.326","2832.4","45780","0.986","0.981","30","46451","0.1181"
"15880675","15","38","0.1378","40.6","2485.4","48390","0.985","0.979","33","49118","0.1378"
"15880703","15","38","0.1378","40.6","2493.6","48550","0.989","0.985","36","49074","0.1378"
"15880749","15","38","0.1575","49.1","2182.6","58740","0.99","0.986","48","59348","0.1575"
"15880750","15","38","0.1575","61.2543","2171.3","72900","0.986","0.978","51","73942","0.1575"
"15880864","15","38","0.1875","61.1755","1736.6","69320","0.984","0.928","54","70415","0.1875"
"15880865","15","38","0.1875","61.2543","1822.1","72830","0.987","0.978","57","73788","0.1875"
"15880939","15","38","0.1875","61.2543","1826.4","73000","0.988","0.979","60","73854","0.1875"
"15881004","15","38","0.1875","61.2543","1828.9","73100","0.987","0.979","66","74075","0.1875"
"15881005","15","38","0.244","61.1755","1401.6","72810","0.989","0.98","69","73634","0.244"
"15881006","15","38","0.244","61.1755","1396.6","72550","0.988","0.979","72","73435","0.244"
"15881026","15","38","0.244","61.1755","1393.7","72400","0.988","0.975","75","73259","0.244"
"15881118","15","38","0.244","61.1755","1396.4","72540","0.988","0.976","78","73391","0.244"
"15881119","15","38","0.244","61.1755","1397","72570","0.988","0.979","81","73435","0.244"
"15881161","15","38","0.2468","61.2543","1389.6","73110","0.986","0.978","87","74141","0.2468"
"15881268","15","38","0.2441","61.2149","1401.9","72900","0.989","0.979","90","73700","0.2441"
"15881269","15","38","0.3118","61.2543","1094.4","72740","0.986","0.977","93","73788","0.3118"
"15881295","15","38","0.315","61.2149","1091.2","73230","0.989","0.979","96","74028","0.315"
"15881336","15","38","0.3118","49.1","1101.7","58700","0.991","0.984","99","59216","0.3118"
"15881337","15","38","0.2165","49.1","1584.6","58620","0.989","0.985","102","59260","0.2165"
"15881364","15","38","0.247","49.1","1386.8","58530","0.989","0.984","105","59194","0.247"
"15881453","15","38","0.247","49.1","1393.9","58830","0.991","0.986","108","59392","0.247"
"15881471","15","38","0.1575","48.9319","2065.2","55390","0.998","0.926","111","55500","0.1575"
"15881481","15","38","0.1378","43.4203","2495.5","52500","0.992","0.98","117","52921","0.1378"
"15883239","16","37","0.1875","49.2075","1824.5","58378","0.994","0.988","24","58731","0.1875"
"15883264","14","38","0.247","49.2075","1380.6","57590","0.986","0.976","3","58422","0.247"
"15883265","14","38","0.3118","61.0968","987","65210","0.985","0.877","6","66182","0.3118"
"15883275","14","38","0.3118","49.2075","1085.7","57770","0.986","0.977","9","58576","0.3118"
"15883293","14","38","0.3118","49.2075","1097.4","57790","0.987","0.978","12","58532","0.3118"
"15883294","14","38","0.3118","49.0894","1033.1","54840","0.986","0.924","15","55600","0.3118"
"15883316","14","38","0.3118","49.2075","1087","57840","0.988","0.98","18","58554","0.3118"
"15883355","14","38","0.3118","49.2075","1084.9","57730","0.987","0.977","21","58510","0.3118"
"15883356","14","38","0.3118","49.2075","1087.2","57850","0.986","0.976","24","58686","0.3118"
"15883357","14","38","0.3118","49.2075","1089.6","57980","0.986","0.98","27","58797","0.3118"
"15883380","14","38","0.3118","44.3258","1090.1","52250","0.986","0.981","30","52977","0.3118"
"15883381","14","38","0.244","49.2075","1074.5","44280","0.985","0.929","33","44974","0.244"
"15883393","14","38","0.1875","49.2075","1809.5","57900","0.987","0.98","36","58664","0.1875"
"15883474","14","38","0.1875","49.2075","1816.7","58130","0.988","0.981","39","58841","0.1875"
"15883475","14","38","0.1772","49.2075","1935.1","57910","0.985","0.98","42","58775","0.1772"
"15883476","14","38","0.1575","61.4905","2165.2","71970","0.994","0.972","45","72430","0.1575"
"15883534","14","38","0.139","49.2075","2432.4","57700","0.985","0.978","48","58598","0.139"
"15883576","14","38","0.1378","61.4905","2458.6","71500","0.99","0.971","51","72230","0.1378"
"15883577","14","38","0.139","49.2075","2432.9","57710","0.986","0.98","54","58554","0.139"
"15883649","14","38","0.1378","49.2075","2080.6","48420","0.985","0.98","57","49163","0.1378"
"15883650","14","38","0.1378","49.2075","1161.9","27040","0.984","0.972","60","27491","0.1378"
"15883729","14","38","0.1378","49.2075","2492.7","58010","0.986","0.979","63","58863","0.1378"
"15883780","14","38","0.1378","49.2075","2488.4","57910","0.987","0.978","66","58664","0.1378"
"15883871","14","38","0.1378","49.2075","2489.7","57940","0.985","0.979","69","58797","0.1378"
"15883872","14","38","0.1378","49.2075","2483.2","57790","0.986","0.977","72","58620","0.1378"
"15883938","14","38","0.1378","49.2075","2487.5","57890","0.985","0.979","75","58753","0.1378"
"15883972","14","38","0.1378","49.2075","2482.8","57780","0.985","0.977","78","58664","0.1378"
"15883973","14","38","0.1378","39.7197","1412.8","26540","0.984","0.975","81","26962","0.1378"
"15884023","14","38","0.1378","43.2235","2485.1","50800","0.986","0.981","84","51522","0.1378"
"15884024","14","38","0.1378","39.7197","1958.5","36790","0.985","0.977","87","37368","0.1378"
"15884085","14","38","0.134","49.2075","2528.9","57830","0.987","0.978","90","58576","0.134"
"15884144","14","38","0.134","49.2075","2528","57810","0.987","0.98","93","58576","0.134"
"15884226","14","38","0.1378","51.3728","2492.3","61400","0.99","0.982","99","62037","0.1378"
"15884250","14","38","0.1181","50.7822","2870.9","59920","0.987","0.979","102","60693","0.1181"
"15884403","14","38","0.1181","50.4279","2886.8","59830","0.988","0.98","105","60582","0.1181"
"15884565","14","38","0.1181","49.6406","2862.9","58410","0.988","0.979","108","59149","0.1181"
"15884605","14","38","0.1181","38.1449","2899.7","45460","0.988","0.982","111","46010","0.1181"
"15884606","14","38","0.1181","50.2705","2887.1","59650","0.988","0.98","114","60384","0.1181"
"15884692","14","38","0.1181","50.2705","2897.3","59860","0.988","0.98","117","60604","0.1181"
"15884693","14","38","0.1378","53.2231","1988.8","50760","0.988","0.98","120","51389","0.1378"
"15884748","14","38","0.1378","53.2231","1977.4","50470","0.989","0.98","123","51014","0.1378"
"15884813","14","38","0.1378","52.4357","2451.3","61640","0.989","0.982","126","62324","0.1378"
"15884814","14","38","0.1378","61.333","2496.9","73440","0.999","0.989","129","73530","0.1378"
"15884886","14","38","0.1575","49.2862","2165.9","58510","0.989","0.983","132","59149","0.1575"
"15884887","14","38","0.1575","49.2862","1781.3","48120","0.987","0.934","135","48766","0.1575"
"15884934","14","38","0.1575","49.1","2179.7","58660","0.99","0.983","138","59260","0.1575"
"15884955","14","38","0.1575","49.0303","1672.2","44940","0.987","0.949","141","45547","0.1575"
"15884956","14","38","0.1575","49.2075","2007.3","54140","0.987","0.91","144","54872","0.1575"
"15884993","14","38","0.1575","49.2075","2178.2","58750","0.99","0.985","147","59326","0.1575"
"15885020","14","38","0.1575","48.9713","2063.2","55380","0.989","0.935","150","55997","0.1575"
"15885021","14","38","0.1575","51.3728","2174.5","61230","0.991","0.985","153","61817","0.1575"
"15885083","14","38","0.1772","49.1","1939.7","58730","0.99","0.983","156","59304","0.1772"
"15885111","14","38","0.2165","40.6252","1516.8","46429","1","0.96","159","46429","0.2165"
"15885112","14","38","0.247","49.1","1385.8","58490","0.988","0.982","162","59171","0.247"
"15885155","14","38","0.247","49.2862","1372.6","58150","0.983","0.977","165","59127","0.247"
"15885156","14","38","0.247","49.2862","1384.4","58650","0.989","0.985","168","59282","0.247"
"15885182","14","38","0.3118","49.2862","1096.6","58650","0.99","0.983","171","59260","0.3118"
"15885222","14","38","0.3118","49.2075","1099.2","58690","0.989","0.984","174","59326","0.3118"
"15885302","14","38","0.3118","49.2075","1063.2","56770","0.987","0.954","177","57540","0.3118"
"15885303","14","38","0.3118","49.2075","1098.6","58660","0.99","0.984","180","59260","0.3118"
"15885346","14","38","0.2165","49.1681","1575.9","58380","0.99","0.981","183","58995","0.2165"
"15885362","14","38","0.2165","49.1681","1574.8","58340","0.989","0.981","186","58995","0.2165"
"15885371","13","37","0.1875","49.0894","1100.8","35260","0.984","0.971","3","35825","0.1875"
"15885382","13","37","0.1575","49.1681","2174.8","58610","0.99","0.983","6","59216","0.1575"
"15885408","13","37","0.1575","49.0894","2166.8","58300","0.989","0.98","9","58951","0.1575"
"15885440","13","37","0.1575","49.0894","2170.8","58410","0.992","0.982","12","58907","0.1575"
"15885441","13","37","0.1575","49.0894","2167.9","58330","0.989","0.981","15","58951","0.1575"
"15885464","13","37","0.1575","49.0894","2171.2","58420","0.99","0.982","18","58995","0.1575"
"15885486","13","37","0.1575","49.0894","2166.4","58290","0.989","0.981","21","58951","0.1575"
"15885502","13","37","0.1575","49.0894","2168.2","58340","0.99","0.981","24","58951","0.1575"
"15885503","13","37","0.1575","49.0894","2168.2","58340","0.989","0.98","27","58973","0.1575"
"15885521","13","37","0.1575","49.0894","2169","58360","0.989","0.982","30","59017","0.1575"
"15885549","13","37","0.1575","49.0894","2166.4","58290","0.989","0.98","36","58951","0.1575"
"15885576","13","37","0.125","49.0894","1647.9","35190","0.982","0.969","39","35825","0.125"
"15885577","13","37","0.1575","49.0894","2168.2","58340","0.989","0.981","42","58973","0.1575"
"15885593","13","37","0.1575","49.0894","2170.1","58390","0.99","0.982","45","58995","0.1575"
"15885611","13","37","0.1575","49.0894","2170.8","58410","0.99","0.982","48","58973","0.1575"
"15885612","13","37","0.1575","49.0894","2167.9","58330","0.989","0.982","51","58995","0.1575"
"15885691","13","37","0.2165","49.1681","1576.2","58390","0.99","0.981","54","58973","0.2165"
"15885692","13","37","0.2165","49.1681","1577.8","58450","0.99","0.983","57","59039","0.2165"
"15885709","13","37","0.1875","49.1681","1275.7","40930","0.986","0.939","60","41513","0.1875"
"15885710","13","37","0.1575","49.1681","2175.9","58640","0.99","0.983","63","59238","0.1575"
"15885746","13","37","0.1575","49.1681","2171.5","58520","0.989","0.982","66","59171","0.1575"
"15885747","13","37","0.1575","49.0894","2169.4","58370","0.99","0.982","69","58951","0.1575"
"15885827","13","37","0.1575","49.0894","2169.7","58380","0.99","0.982","72","58951","0.1575"
"15885828","13","37","0.1575","49.0894","2169.4","58370","0.99","0.981","75","58951","0.1575"
"15885868","13","37","0.1575","49.1681","2175.9","58640","0.99","0.982","78","59216","0.1575"
"15885885","13","37","0.1575","49.1681","2171.8","58530","0.989","0.982","81","59171","0.1575"
"15885919","13","37","0.125","49.0894","1646.5","35160","0.983","0.968","84","35759","0.125"
"15885920","13","37","0.125","49.0894","1650.2","35240","0.985","0.971","87","35781","0.125"
"15885962","13","37","0.1181","49.1681","2892.4","58450","0.988","0.981","90","59171","0.1181"
"15885963","13","37","0.1181","49.0894","2890.1","58310","0.988","0.979","93","58995","0.1181"
"15885964","13","37","0.1378","53.538","2180.8","55990","0.987","0.928","96","56746","0.1378"
"15885965","13","37","0.1575","61.0574","2193","73390","0.99","0.987","99","74097","0.1575"
"15885966","13","37","0.1575","61.0574","2184.3","73100","0.989","0.985","102","73876","0.1575"
"15886006","13","37","0.1575","61.2543","2183.2","73300","0.99","0.986","105","74053","0.1575"
"15886007","13","37","0.1575","61.2543","2174.6","73010","0.989","0.981","108","73810","0.1575"
"15886032","13","37","0.1575","61.2543","2171.3","72900","0.988","0.983","111","73766","0.1575"
"15886033","13","37","0.1575","61.2543","2176.4","73070","0.989","0.983","114","73876","0.1575"
"15886079","13","37","0.1575","61.2543","2178.5","73140","0.989","0.983","117","73920","0.1575"
"15886080","13","37","0.1875","61.0574","1833","73030","0.989","0.982","120","73810","0.1875"
"15886108","13","37","0.171","53.2231","2013.4","63770","0.99","0.985","123","64440","0.171"
"15886142","13","37","0.1875","49.1681","1826.5","58600","0.989","0.983","126","59238","0.1875"
"15886143","13","37","0.2165","49.1681","1580","58530","0.99","0.982","129","59127","0.2165"
"15886157","13","37","0.2165","49.1681","1574","58310","0.989","0.98","132","58973","0.2165"
"15886198","13","37","0.247","53.2231","1392.3","63700","0.991","0.985","135","64308","0.247"
"15886199","13","37","0.247","49.1681","1395.5","58980","0.997","0.99","138","59171","0.247"
"15886227","13","37","0.247","49.1681","1385.8","58570","0.99","0.983","141","59171","0.247"
"15886228","13","37","0.247","49.1681","1385.8","58570","0.99","0.983","144","59171","0.247"
"15886229","13","37","0.244","61.2543","1410.1","73345","0.994","0.987","147","73788","0.244"
"15886244","13","37","0.3118","49.1681","1095.3","58440","0.989","0.981","150","59105","0.3118"
"15886270","13","37","0.3118","49.1681","1096.1","58480","0.99","0.982","153","59083","0.3118"
"15886271","13","37","0.3118","49.1681","857.1","45730","0.988","0.979","156","46275","0.3118"
"15886272","13","37","0.3118","49.1681","1099.3","58650","0.99","0.982","159","59216","0.3118"
"15886364","13","37","0.3118","49.1681","1094.2","58380","0.987","0.977","162","59127","0.3118"
"15886591","13","37","0.3118","49.1681","1095.7","58460","0.988","0.98","165","59171","0.3118"
"15886620","13","37","0.315","61.7661","1023.9","68370","0.993","0.953","168","68872","0.315"
"15886631","14","38","0.315","61.8448","1022.2","68350","0.993","0.952","3","68850","0.315"
"15886694","14","38","0.315","61.8448","1020.6","68239","0.994","0.951","6","68651","0.315"
"15886713","14","38","0.315","61.8448","1016.1","67940","0.992","0.951","12","68497","0.315"
"15886754","14","38","0.315","62.1597","1013.2","68090","0.992","0.951","24","68607","0.315"
"15886846","14","38","0.315","62.1597","823.9","55370","0.993","0.953","30","55754","0.315"
"15886907","14","38","0.315","62.1597","824.4","55400","0.992","0.953","33","55843","0.315"
