"InspectionProcessID","FlatCoilID","CoilNumber","RoughnessTHeadOSSeverity","RoughnessTHeadCenterSeverity","RoughnessTHeadDSSeverity","RoughnessTBodyOSSeverity","RoughnessTBodyCenterSeverity","RoughnessTBodyDSSeverity","RoughnessTTailOSSeverity","RoughnessTTailCenterSeverity","RoughnessTTailDSSeverity","RoughnessBHeadOSSeverity","RoughnessBHeadCenterSeverity","RoughnessBHeadDSSeverity","RoughnessBBodyOSSeverity","RoughnessBBodyCenterSeverity","RoughnessBBodyDSSeverity","RoughnessBTailOSSeverity","RoughnessBTailCenterSeverity","RoughnessBTailDSSeverity","RoughnessTHeadOSType","RoughnessTHeadCenterType","RoughnessTHeadDSType","RoughnessTBodyOSType","RoughnessTBodyCenterType","RoughnessTBodyDSType","RoughnessTTailOSType","RoughnessTTailCenterType","RoughnessTTailDSType","RoughnessBHeadOSType","RoughnessBHeadCenterType","RoughnessBHeadDSType","RoughnessBBodyOSType","RoughnessBBodyCenterType","RoughnessBBodyDSType","RoughnessBTailOSType","RoughnessBTailCenterType","RoughnessBTailDSType"
"980445","6307940","02X75J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980446","6307941","03X75J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980447","6307959","05X75L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980468","6308091","04X75K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980472","6308105","01X75K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980910","6308120","02X75L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980499","6308279","08X75D      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980912","6308299","03X75L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980918","6308309","02X75N      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980525","6308377","07X75D      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980528","6308388","05X59V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980540","6308480","02X61A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980555","6308586","04X76K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980563","6308638","04X76L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980571","6308663","03X76M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980572","6308674","02X76M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980576","6308686","06X76M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980580","6308705","01X76F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980589","6308779","03X76J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980590","6308780","04X76J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980591","6308794","01X76K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980593","6308801","05X76H      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980628","6309022","06X76Y      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980637","6309080","03X76Y      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980667","6309249","01X72J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980672","6309278","03X72J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980674","6309285","04X72K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980679","6309307","04X72J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980683","6309316","01X72K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980684","6309331","02X72K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980689","6309358","03X72K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980691","6309370","05X72K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980692","6309385","03X77B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980700","6309392","02X77J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980710","6309439","04X77J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980718","6309472","05X77C      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980726","6309504","03X77L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980743","6309574","03X72L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980758","6309665","03X77F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980772","6309718","02X77H      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980775","6309731","03X77J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980805","6309855","06X77K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980816","6309878","01X68VA     ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980815","6309892","06X73F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980824","6309945","01X73B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980828","6309950","05X73D      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980838","6309994","03X74F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980853","6310061","02X76V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980854","6310077","03X76V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980855","6310087","04X76V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980866","6310147","04X76W      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980887","6310242","02X76X      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"982803","6310316","07X76X      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"980915","6310403","04X75K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"1025316","6315550","03X77T      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981428","6315579","01X78E      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981444","6315705","04X77X      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981445","6315710","03X77X      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981446","6315716","05X77V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981450","6315717","01X78H      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981456","6315743","02X78H      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981462","6315777","05X77Y      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981463","6315788","04X77Y      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981464","6315789","01X77Y      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981474","6315844","02X77R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981477","6315873","01X78A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981482","6315880","03X78E      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981480","6315892","06X78K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981481","6315893","07X78K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981495","6316003","05X78M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981496","6316004","03X78M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983074","6316015","03X78K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981516","6316148","01X78M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981519","6316182","02X78B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981520","6316183","06X78V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981522","6316208","05X78R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"982423","6316257","03X78V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981533","6316275","02X78R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981534","6316280","03X78R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981541","6316315","03X78B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981773","6316491","04X78B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981605","6317247","04X79F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981868","6317260","04X79E      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981871","6317329","03X78Y      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981639","6317333","01X79C      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981643","6317339","03X79B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981656","6317379","01X80R      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981666","6317404","02X80W      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981721","6317478","02X79K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981693","6317508","01X78X      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981694","6317509","05X79C      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981718","6317564","04X80N      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981741","6317675","01X80N      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981746","6317704","05X81A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981748","6317711","03X80V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981756","6317751","01X79K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983096","6317791","03X80F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981772","6317834","01X80L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981885","6317853","04X78B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981774","6317854","03X79L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981775","6317881","04X81A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"982041","6318036","01X80V      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981801","6318083","02X79B      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981808","6318141","03X79H      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981809","6318164","02X79H      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981813","6318187","03X79E      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"982038","6318241","04X79D      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"982040","6318242","01X80W      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"982037","6318249","03X79D      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983015","6318312","03X79K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983017","6318323","01X73M      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981831","6318347","03X79J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983047","6318405","03X80T      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983045","6318427","01X80T      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"983099","6318428","03X81J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981841","6318454","01X81J      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981852","6318555","04X80W      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981861","6318615","04X81F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981867","6318662","01X81L      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981900","6318853","05X81K      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981903","6319048","04X80F      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981905","6319070","06X81N      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981908","6319085","04X82A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981909","6319095","01X81P      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981914","6319117","02X82A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981920","6319142","07X82A      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981933","6319221","02X81X      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
"981949","6319277","05X81T      ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   "
