"ClaimId","CustomerClaimDefectWeight"
1939,"595"
1940,"3037"
1941,"1323"
1942,"1787"
1943,"4264"
1944,"1367"
1945,"4176"
1946,"2716"
1947,"0"
1948,"0"
1949,"3346"
1950,"1819"
1951,"16950"
1952,"1445"
1953,"1043"
1954,"706"
1955,"887"
1956,"1050"
1957,"6170"
1958,"3187"
1959,"1499"
1960,"312"
1961,"177"
1962,"700"
1963,"1833"
1964,"826"
1965,"0"
1966,"725"
1967,"1859"
1968,"878"
1969,"3035"
1970,"4332"
1971,"4413"
1972,"683"
1973,"4370"
1974,"14210"
1975,"5440"
1976,"5470"
1977,"7490"
1978,"6610"
1979,"1500"
1980,"2450"
1981,"2822"
1982,"5657"
1983,"521"
1984,"1984"
1985,"1764"
1986,"1512"
1987,"181"
1988,"1150"
1989,"918"
1990,"1485"
1991,"685"
1992,"1479"
1993,"510"
1994,"3860"
1995,"1500"
1996,"1406"
1997,"1500"
1998,"998"
1999,"1500"
2000,"1415"
2001,"1226"
2002,"0"
2003,"2028"
2004,"0"
2005,"1226"
2006,"1226"
2007,"1420"
2008,"0"
2009,"0"
2010,"0"
2011,"0"
2012,"854"
2013,"9675"
2014,"0"
2015,"345"
2016,"935"
2017,"3240"
2018,"1513"
2019,"2050"
2020,"1860"
2021,"2760"
2022,"1665"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"1545"
2028,"614"
2029,"12360"
2030,"0"
2031,"0"
2032,"119"
2033,"1270"
2034,"1430"
2035,"1181"
2036,"4000"
2037,"1072"
2038,"8319"
2039,"566"
2040,"12450"
2041,"18306"
2042,"1983"
2043,"906"
2044,"4248"
2045,"1771"
2046,"3456"
2047,"0"
2048,"17190"
2049,"2260"
2050,"9714"
2051,"4759"
2052,"679"
2053,"928"
2054,"1960"
2055,"2100"
2056,"641"
2057,"856"
2058,"432"
2059,"1658"
2060,"490"
2061,"0"
2062,"562"
2063,"9277"
2064,"4085"
2065,"1264"
2066,"3025"
2067,"880"
2068,"800"
2069,"1720"
2070,"13222"
2071,"1049"
2072,"2840"
2073,"508"
2074,"2090"
2075,"5518"
2076,"2998"
2077,"767"
2078,"699"
2079,"3437"
2080,"780"
2081,"720"
2082,"3000"
2083,"1062"
2084,"3100"
2085,"492"
2086,"784"
2087,"0"
2088,"1050"
2089,"0"
2090,"0"
2091,"1515"
2092,"2080"
2093,"411"
2094,"526"
2095,"0"
2096,"52"
2097,"104"
2098,"1000"
2099,"3114"
2100,"1130"
2101,"1625"
2102,"7674"
2103,"4160"
2104,"18100"
2105,"934"
2106,"1424"
2107,"715"
2108,"1832"
2109,"1709"
2110,"729"
2111,"1930"
2112,"481"
2113,"3024"
2114,"8520"
2115,"6470"
2116,"2516"
2117,"1518"
2118,"3220"
2119,"1664"
2120,"9336"
2121,"2683"
2122,"6605"
2123,"1997"
2124,"1044"
2125,"6570"
2126,"706"
2127,"327"
2128,"378"
2129,"326"
2130,"417"
2131,"326"
2132,"475"
2133,"417"
2134,"459"
2135,"626"
2136,"1381"
2137,"885"
2138,"4506"
2139,"4742"
2140,"4312"
2141,"13660"
2142,"11715"
2143,"1084"
2144,"2700"
2145,"1919"
2146,"1080"
2147,"0"
2148,"2990"
2149,"2700"
2150,"1984"
2151,"1298"
2152,"1322"
2153,"0"
2154,"11195"
2155,"0"
2156,"0"
2157,"738"
2158,"664"
2159,"688"
2160,"1117"
2161,"768"
2162,"929"
2163,"518"
2164,"1254"
2165,"865"
2166,"622"
2167,"1151"
2168,"2727"
2169,"596"
2170,"1703"
2171,"454"
2172,"2120"
2173,"3149"
2174,"3470"
2175,"16500"
2176,"0"
2177,"22260"
2178,"24030"
2179,"1999"
2180,"5920"
2181,"21440"
2182,"1910"
2183,"2594"
2184,"3641"
2185,"1420"
2186,"998"
2187,"649"
2188,"1250"
2189,"3446"
2190,"1150"
2191,"0"
2192,"1670"
2193,"806"
2194,"1762"
2195,"1240"
2196,"1339"
2197,"1104"
2198,"818"
2199,"12395"
2200,"0"
2201,"1665"
2202,"3245"
2203,"6954"
2204,"3130"
2205,"2149"
2206,"1884"
2207,"4002"
2208,"7438"
2209,"321"
2210,"0"
2211,"1554"
2212,"0"
2213,"1354"
2214,"956"
2215,"18330"
2216,"4150"
2217,"3068"
2218,"649"
2219,"4320"
2220,"1307"
2221,"490"
2222,"1115"
2223,"410"
2224,"4455"
2225,"1550"
2226,"818"
2227,"2996"
2228,"1915"
2229,"4124"
2230,"6400"
2231,"1196"
2232,"750"
2233,"188"
2234,"96"
2235,"94"
2236,"180"
2237,"57"
2238,"1824"
2239,"265"
2240,"915"
2241,"793"
2242,"639"
2243,"5513"
2244,"2720"
2245,"1395"
2246,"950"
2247,"1038"
2248,"2770"
2249,"1620"
2250,"2380"
2251,"1700"
2252,"1330"
2253,"1930"
2254,"1552"
2255,"6470"
2256,"8520"
2257,"1700"
2258,"3310"
2259,"1572"
2260,"850"
2261,"1660"
2262,"2521"
2263,"1786"
2264,"2361"
2265,"5000"
2266,"22400"
2267,"18854"
2268,"1038"
2269,"2605"
2270,"162"
2271,"3136"
2272,"170"
2273,"19815"
2274,"14919"
2275,"260"
2276,"21892"
2277,"1079"
2278,"14500"
2279,"12876"
2280,"3216"
2281,"3470"
2282,"4715"
2283,"3180"
2284,"158"
2285,"821"
2286,"475"
2287,"21800"
2288,"1645"
2289,"5040"
2290,"1828"
2291,"21160"
2292,"1158"
2293,"574"
2294,"910"
2295,"2200"
2296,"0"
2297,"0"
2298,"399"
2299,"19390"
2300,"18520"
2301,"94"
2302,"586"
2303,"875"
2304,"60"
2305,"8375"
2306,"0"
2307,"557"
2308,"600"
2309,"863"
2310,"763"
2311,"55"
2312,"5378"
2313,"772"
2314,"1609"
2315,"477"
2316,"1042"
2317,"1844"
2318,"2096"
2319,"3804"
2320,"3700"
2321,"5046"
2322,"11857"
2323,"2251"
2324,"3150"
2325,"2133"
2326,"2126"
2327,"3721"
2328,"926"
2329,"697"
2330,"1766"
2331,"0"
2332,"2821"
2333,"4413"
2334,"4332"
2335,"3035"
2336,"9980"
2337,"9801"
2338,"22655"
2339,"12920"
2340,"3305"
2341,"1161"
2342,"1276"
2343,"0"
2344,"2231"
2345,"1297"
2346,"2291"
2347,"4430"
2348,"0"
2349,"766"
2350,"1010"
2351,"3978"
2352,"1206"
2353,"2250"
2354,"885"
2355,"1624"
2356,"246"
2357,"0"
2358,"1532"
2359,"976"
2360,"679"
2361,"253"
2362,"1039"
2363,"1141"
2364,"4067"
2365,"1987"
2366,"545"
2367,"0"
2368,"1280"
2369,"0"
2370,"0"
2371,"1894"
2372,"3537"
2373,"494"
2374,"2922"
2375,"9289"
2376,"5569"
2377,"0"
2378,"3750"
2379,"2700"
2380,"0"
2381,"2069"
2382,"1230"
2383,"2040"
2384,"780"
2385,"1308"
2386,"6878"
2387,"4548"
2388,"17580"
2389,"1889"
2390,"0"
2391,"1930"
2392,"2847"
2393,"1769"
2394,"6555"
2395,"4582"
2396,"0"
2397,"192"
2398,"1416"
2399,"1610"
2400,"910"
2401,"1505"
2402,"641"
2403,"483"
2404,"1889"
2405,"1898"
2406,"2458"
2407,"512"
2408,"786"
2409,"2124"
2410,"4418"
2411,"4223"
2412,"2096"
2413,"0"
2414,"3920"
2415,"1046"
2416,"1202"
2417,"4063"
2418,"714"
2419,"497"
2420,"594"
2421,"896"
2422,"3167"
2423,"2098"
2424,"2502"
2425,"0"
2426,"1358"
2427,"1845"
2428,"1181"
2429,"1181"
2430,"1280"
2431,"810"
2432,"2560"
2433,"2120"
2434,"1120"
2435,"3680"
2436,"1300"
2437,"946"
2438,"0"
2439,"1573"
2440,"656"
2441,"642"
2442,"766"
2443,"1879"
2444,"3140"
2445,"798"
2446,"3110"
2447,"3113"
2448,"1180"
2449,"4721"
2450,"4225"
2451,"1809"
2452,"1868"
2453,"1016"
2454,"2450"
2455,"4817"
2456,"2822"
2457,"5657"
2458,"1418"
2459,"20832"
2460,"1428"
2461,"1180"
2462,"0"
2463,"1691"
2464,"2108"
2465,"0"
2466,"1367"
2467,"1470"
2468,"2294"
2469,"1660"
2470,"2740"
2471,"12855"
2472,"23280"
2473,"1999"
2474,"785"
2475,"1899"
2476,"661"
2477,"6968"
2478,"777"
2479,"6722"
2480,"841"
2481,"2266"
2482,"534"
2483,"6178"
2484,"436"
2485,"2052"
2486,"1010"
2487,"1896"
2488,"25"
2489,"405"
2490,"2000"
2491,"2000"
2492,"3240"
2493,"2100"
2494,"0"
2495,"678"
2496,"1042"
2497,"1048"
2498,"1176"
2499,"2848"
2500,"2519"
2501,"2455"
2502,"2324"
2503,"2283"
2504,"2655"
2505,"2655"
2506,"1270"
2507,"1217"
2508,"312"
2509,"1501"
2510,"100"
2511,"210"
2512,"18584"
2513,"294"
2514,"102"
2515,"130"
2516,"15400"
2517,"649"
2518,"635"
2519,"10560"
2520,"9441"
2521,"1217"
2522,"0"
2523,"1520"
2524,"6670"
2525,"0"
2526,"746"
2527,"4446"
2528,"4107"
2529,"14670"
2530,"4255"
2531,"1116"
2532,"12934"
2533,"0"
2534,"9620"
2535,"9600"
2536,"25235"
2537,"650"
2538,"12450"
2539,"1368"
2540,"900"
2541,"2350"
2542,"7240"
2543,"1381"
2544,"1042"
2545,"691"
2546,"1204"
2547,"7790"
2548,"2600"
2549,"10140"
2550,"2825"
2551,"1230"
2552,"1471"
2553,"5110"
2554,"0"
2555,"26315"
2556,"1003"
2557,"1803"
2558,"1244"
2559,"1622"
2560,"1277"
2561,"1815"
2562,"2646"
2563,"2668"
2564,"1996"
2565,"2015"
2566,"0"
2567,"2521"
2568,"4823"
2569,"1234"
2570,"7534"
2571,"5285"
2572,"6830"
2573,"1880"
2574,"2010"
2575,"3060"
2576,"9620"
2577,"2080"
2578,"1100"
2579,"1438"
2580,"346"
2581,"1066"
2582,"3168"
2583,"2938"
2584,"3115"
2585,"2135"
2586,"2700"
2587,"1532"
2588,"983"
2589,"12440"
2590,"124"
2591,"1240"
2592,"808"
2593,"3220"
2594,"3826"
2595,"1331"
2596,"750"
2597,"2024"
2598,"1966"
2599,"483"
2600,"1805"
2601,"4882"
2602,"1589"
2603,"1210"
2604,"2190"
2605,"2180"
2606,"756"
2607,"942"
2608,"1130"
2609,"3198"
2610,"1360"
2611,"2200"
2612,"0"
2613,"1260"
2614,"3746"
2615,"1105"
2616,"0"
2617,"0"
2618,"1910"
2619,"2633"
2620,"0"
2621,"1665"
2622,"1815"
2623,"380"
2624,"1560"
2625,"199"
2626,"887"
2627,"199"
2628,"5510"
2629,"6095"
2630,"5080"
2631,"0"
2632,"2320"
2633,"1506"
2634,"1070"
2635,"820"
2636,"2460"
2637,"3401"
2638,"997"
2639,"1193"
2640,"1179"
2641,"936"
2642,"1140"
2643,"1364"
2644,"2174"
2645,"2462"
2646,"1100"
2647,"2792"
2648,"4704"
2649,"4844"
2650,"2623"
2651,"3731"
2652,"1526"
2653,"4790"
2654,"4754"
2655,"3370"
2656,"14198"
2657,"1060"
2658,"3910"
2659,"1999"
2660,"532"
2661,"1200"
2662,"1070"
2663,"1010"
2664,"1050"
2665,"2090"
2666,"0"
2667,"1428"
2668,"4792"
2669,"4726"
2670,"4720"
2671,"4794"
2672,"2525"
2673,"2507"
2674,"4704"
2675,"4844"
2676,"4790"
2677,"4754"
2678,"3950"
2679,"12430"
2680,"8200"
2681,"6868"
2682,"1544"
2683,"2650"
2684,"928"
2685,"1926"
2686,"0"
2687,"3150"
2688,"2243"
2689,"604"
2690,"3814"
2691,"0"
2692,"2146"
2693,"850"
2694,"4648"
2695,"4792"
2696,"4726"
2697,"4720"
2698,"4794"
2699,"2566"
2700,"2207"
2701,"896"
2702,"594"
2703,"497"
2704,"4840"
2705,"2771"
2706,"1980"
2707,"1489"
2708,"5988"
2709,"1580"
2710,"1563"
2711,"4814"
2712,"0"
2713,"1940"
2714,"2743"
2715,"4609"
2716,"1080"
2717,"1755"
2718,"916"
2719,"1900"
2720,"2205"
2721,"8320"
2722,"1502"
2723,"19460"
2724,"2394"
2725,"24743"
2726,"1370"
2727,"33800"
2728,"0"
2729,"537"
2730,"759"
2731,"7205"
2732,"5005"
2733,"2560"
2734,"2455"
2735,"2150"
2736,"2350"
2737,"2160"
2738,"3160"
2739,"3155"
2740,"1956"
2741,"2965"
2742,"9570"
2743,"1066"
2744,"790"
2745,"1551"
2746,"0"
2747,"4882"
2748,"3373"
2749,"1084"
2750,"1521"
2751,"1073"
2752,"0"
2753,"550"
2754,"124"
2755,"8505"
2756,"1804"
2757,"3020"
2758,"0"
2759,"0"
2760,"1009"
2761,"840"
2762,"9369"
2763,"2217"
2764,"1946"
2765,"2174"
2766,"1221"
2767,"1217"
2768,"489"
2769,"489"
2770,"1681"
2771,"0"
2772,"1172"
2773,"2013"
2774,"1015"
2775,"1015"
2776,"1998"
2777,"1015"
2778,"1015"
2779,"1015"
2780,"1015"
2781,"1015"
2782,"1015"
2783,"1015"
2784,"1015"
2785,"1015"
2786,"1015"
2787,"1015"
2788,"1015"
2789,"1010"
2790,"1010"
2791,"1010"
2792,"1010"
2793,"1010"
2794,"1010"
2795,"1010"
2796,"1010"
2797,"1010"
2798,"1010"
2799,"1010"
2800,"1010"
2801,"1010"
2802,"1010"
2803,"1010"
2804,"1010"
2805,"1010"
2806,"1010"
2807,"1010"
2808,"1010"
2809,"1010"
2810,"1010"
2811,"1010"
2812,"1010"
2813,"1010"
2814,"1010"
2815,"1010"
2816,"1010"
2817,"1010"
2818,"1010"
2819,"1010"
2820,"1010"
2821,"1010"
2822,"1010"
2823,"1010"
2824,"1010"
2825,"1010"
2826,"1010"
2827,"1010"
2828,"1010"
2829,"1010"
2830,"1010"
2831,"1010"
2832,"1010"
2833,"1010"
2834,"1010"
2835,"1010"
2836,"1010"
2837,"1010"
2838,"1010"
2839,"1010"
2840,"1010"
2841,"1010"
2842,"1010"
2843,"1030"
2844,"1030"
2845,"1030"
2846,"1030"
2847,"1030"
2848,"1030"
2849,"1030"
2850,"1030"
2851,"1030"
2852,"1030"
2853,"1030"
2854,"264"
2855,"90"
2856,"58"
2857,"1300"
2858,"4050"
2859,"1566"
2860,"1656"
2861,"13359"
2862,"0"
2863,"15202"
2864,"1070"
2865,"860"
2866,"523"
2867,"1770"
2868,"0"
2869,"300"
2870,"1902"
2871,"3031"
2872,"900"
2873,"649"
2874,"3244"
2875,"300"
2876,"2489"
2877,"8242"
2878,"3460"
2879,"1894"
2880,"2523"
2881,"2591"
2882,"13655"
2883,"660"
2884,"5199"
2885,"8296"
2886,"2010"
2887,"2140"
2888,"2621"
2889,"13971"
2890,"19125"
2891,"1526"
2892,"2687"
2893,"4617"
2894,"25100"
2895,"203"
2896,"3664"
2897,"2124"
2898,"4212"
2899,"3612"
2900,"1146"
2901,"1146"
2902,"1146"
2903,"1146"
2904,"1146"
2905,"13520"
2906,"1146"
2907,"1146"
2908,"1146"
2909,"1146"
2910,"4031"
2911,"2210"
2912,"0"
2913,"4005"
2914,"0"
2915,"2496"
2916,"1263"
2917,"1289"
2918,"1624"
2919,"2652"
2920,"1040"
2921,"1040"
2922,"1040"
2923,"1570"
2924,"1570"
2925,"1570"
2926,"5856"
2927,"782"
2928,"2603"
2929,"20790"
2930,"1900"
2931,"559"
2932,"1075"
2933,"20130"
2934,"888"
2935,"3600"
2936,"19839"
2937,"5060"
2938,"869"
2939,"3555"
2940,"15420"
2941,"1670"
2942,"13590"
2943,"1214"
2944,"2080"
2945,"2758"
2946,"641"
2947,"983"
2948,"705"
2949,"156"
2950,"90"
2951,"222"
2952,"238"
2953,"98"
2954,"638"
2955,"1840"
2956,"604"
2957,"802"
2958,"248"
2959,"568"
2960,"0"
2961,"4908"
2962,"2426"
2963,"2474"
2964,"5533"
2965,"5558"
2966,"1792"
2967,"1260"
2968,"0"
2969,"1600"
2970,"0"
2971,"1500"
2972,"17600"
2973,"123"
2974,"834"
2975,"2481"
2976,"2101"
2977,"1734"
2978,"1373"
2979,"0"
2980,"1320"
2981,"3015"
2982,"6487"
2983,"1654"
2984,"1586"
2985,"5771"
2986,"1029"
2987,"6546"
2988,"734"
2989,"1228"
2990,"1366"
2991,"1368"
2992,"1305"
2993,"1544"
2994,"0"
2995,"0"
2996,"1158"
2997,"123"
2998,"1158"
2999,"2496"
3000,"1158"
3001,"1900"
3002,"3132"
3003,"650"
3004,"1185"
3005,"865"
3006,"0"
3007,"1386"
3008,"5304"
3009,"1411"
3010,"5363"
3011,"1357"
3012,"695"
3013,"1190"
3014,"3344"
3015,"3800"
3016,"6165"
3017,"3490"
3018,"1050"
3019,"0"
3020,"1786"
3021,"2092"
3022,"790"
3023,"627"
3024,"656"
3025,"4521"
3026,"29054"
3027,"0"
3028,"0"
3029,"0"
3030,"115"
3031,"13219"
3032,"1171"
3033,"2202"
3034,"2028"
3035,"1101"
3036,"1690"
3037,"10671"
3038,"960"
3039,"964"
3040,"962"
3041,"832"
3042,"1718"
3043,"1649"
3044,"3230"
3045,"1289"
3046,"1250"
3047,"534"
3048,"3686"
3049,"640"
3050,"734"
3051,"6290"
3052,"1760"
3053,"1133"
3054,"8726"
3055,"1249"
3056,"0"
3057,"5021"
3058,"4434"
3059,"1690"
3060,"0"
3061,"12970"
3062,"1319"
3063,"0"
3064,"4870"
3065,"187"
3066,"205"
3067,"295"
3068,"1433"
3069,"3950"
3070,"10396"
3071,"2187"
3072,"27870"
3073,"4950"
3074,"2246"
3075,"4224"
3076,"817"
3077,"986"
3078,"373"
3079,"603"
3080,"728"
3081,"2252"
3082,"604"
3083,"3814"
3084,"123"
3085,"300"
3086,"0"
3087,"562"
3088,"500"
3089,"2169"
3090,"0"
3091,"1527"
3092,"2113"
3093,"3344"
3094,"1099"
3095,"538"
3096,"1342"
3097,"864"
3098,"1156"
3099,"1050"
3100,"1512"
3101,"1038"
3102,"3401"
3103,"42"
3104,"645"
3105,"1477"
3106,"2863"
3107,"108"
3108,"2812"
3109,"3269"
3110,"7191"
3111,"671"
3112,"1282"
3113,"1110"
3114,"1550"
3115,"1701"
3116,"1713"
3117,"3180"
3118,"3930"
3119,"6500"
3120,"227"
3121,"0"
3122,"1017"
3123,"3224"
3124,"5712"
3125,"724"
3126,"5523"
3127,"2360"
3128,"1215"
3129,"7859"
3130,"2588"
3131,"5870"
3132,"240"
3133,"6110"
3134,"6080"
3135,"6080"
3136,"5500"
3137,"5500"
3138,"4620"
3139,"6110"
3140,"6010"
3141,"6050"
3142,"6050"
3143,"6780"
3144,"6780"
3145,"4810"
3146,"4810"
3147,"6020"
3148,"1348"
3149,"714"
3150,"1446"
3151,"1712"
3152,"1204"
3153,"1521"
3154,"0"
3155,"1945"
3156,"20250"
3157,"10050"
3158,"2422"
3159,"3668"
3160,"0"
3161,"1176"
3162,"3097"
3163,"2022"
3164,"1943"
3165,"2078"
3166,"1450"
3167,"9404"
3168,"1697"
3169,"13124"
3170,"2240"
3171,"2160"
3172,"2255"
3173,"2790"
3174,"1525"
3175,"2765"
3176,"2775"
3177,"2465"
3178,"3210"
3179,"462"
3180,"168"
3181,"1120"
3182,"765"
3183,"2115"
3184,"652"
3185,"0"
3186,"1400"
3187,"3815"
3188,"750"
3189,"3330"
3190,"0"
3191,"25670"
3192,"3752"
3193,"3050"
3194,"3430"
3195,"3435"
3196,"3497"
3197,"1053"
3198,"2539"
3199,"827"
3200,"6464"
3201,"13560"
3202,"4282"
3203,"3800"
3204,"1528"
3205,"395"
3206,"3230"
3207,"4368"
3208,"0"
3209,"3100"
3210,"0"
3211,"1116"
3212,"1783"
3213,"1984"
3214,"1408"
3215,"0"
3216,"311"
3217,"1116"
3218,"2367"
3219,"245"
3220,"14640"
3221,"0"
3222,"13570"
3223,"1248"
3224,"1248"
3225,"240"
3226,"287"
3227,"229"
3228,"1248"
3229,"60"
3230,"1655"
3231,"1473"
3232,"1356"
3233,"24000"
3234,"442"
3235,"5580"
3236,"826"
3237,"810"
3238,"1253"
3239,"1964"
3240,"0"
3241,"0"
3242,"926"
3243,"1758"
3244,"1350"
3245,"228"
3246,"1870"
3247,"338"
3248,"13487"
3249,"6670"
3250,"7870"
3251,"666"
3252,"13640"
3253,"2808"
3254,"705"
3255,"14287"
3256,"2410"
3257,"2430"
3258,"0"
3259,"1160"
3260,"2580"
3261,"8555"
3262,"336"
3263,"12360"
3264,"1381"
3265,"2185"
3266,"11152"
3267,"550"
3268,"800"
3269,"2350"
3270,"3440"
3271,"910"
3272,"850"
3273,"2070"
3274,"0"
3275,"790"
3276,"1550"
3277,"26170"
3278,"1365"
3279,"2628"
3280,"1566"
3281,"4050"
3282,"338"
3283,"1870"
3284,"228"
3285,"2370"
3286,"0"
3287,"0"
3288,"0"
3289,"0"
3290,"1070"
3291,"0"
3292,"0"
3293,"1075"
3294,"1550"
3295,"8395"
3296,"0"
3297,"0"
3298,"0"
3299,"1359"
3300,"616"
3301,"801"
3302,"2856"
3303,"1644"
3304,"864"
3305,"2605"
3306,"1268"
3307,"12070"
3308,"2098"
3309,"0"
3310,"0"
3311,"0"
3312,"1544"
3313,"1500"
3314,"1576"
3315,"74"
3316,"9000"
3317,"2833"
3318,"3435"
3319,"3435"
3320,"3060"
3321,"3435"
3322,"3055"
3323,"3435"
3324,"3024"
3325,"2812"
3326,"0"
3327,"3285"
3328,"999"
3329,"1003"
3330,"2970"
3331,"2966"
3332,"1354"
3333,"3048"
3334,"2483"
3335,"10580"
3336,"505"
3337,"0"
3338,"7222"
3339,"13980"
3340,"1875"
3341,"0"
3342,"3333"
3343,"6486"
3344,"6879"
3345,"1580"
3346,"1960"
3347,"670"
3348,"1403"
3349,"1778"
3350,"3020"
3351,"0"
3352,"0"
3353,"0"
3354,"957"
3355,"964"
3356,"436"
3357,"527"
3358,"1446"
3359,"580"
3360,"800"
3361,"4024"
3362,"3535"
3363,"1766"
3364,"2717"
3365,"3093"
3366,"2119"
3367,"489"
3368,"2889"
3369,"304"
3370,"536"
3371,"765"
3372,"1233"
3373,"1625"
3374,"1765"
3375,"2630"
3376,"2218"
3377,"3188"
3378,"2188"
3379,"2510"
3380,"4260"
3381,"611"
3382,"1040"
3383,"177"
3384,"887"
3385,"526"
3386,"2091"
3387,"1031"
3388,"645"
3389,"815"
3390,"374"
3391,"3532"
3392,"1343"
3393,"4448"
3394,"1317"
3395,"1980"
3396,"4362"
3397,"2228"
3398,"383"
3399,"1636"
3400,"663"
3401,"564"
3402,"1218"
3403,"1810"
3404,"121"
3405,"229"
3406,"287"
3407,"107"
3408,"120"
3409,"177"
3410,"487"
3411,"0"
3412,"1226"
3413,"15780"
3414,"0"
3415,"939"
3416,"121"
3417,"315"
3418,"0"
3419,"510"
3420,"1573"
3421,"1600"
3422,"1481"
3423,"1690"
3424,"875"
3425,"344"
3426,"600"
3427,"0"
3428,"2595"
3429,"3686"
3430,"1127"
3431,"1593"
3432,"3702"
3433,"1008"
3434,"0"
3435,"0"
3436,"0"
3437,"1731"
3438,"605"
3439,"2038"
3440,"1945"
3441,"1945"
3442,"248"
3443,"0"
3444,"935"
3445,"935"
3446,"935"
3447,"935"
3448,"783"
3449,"783"
3450,"783"
3451,"1080"
3452,"2675"
3453,"927"
3454,"927"
3455,"927"
3456,"927"
3457,"2533"
3458,"1316"
3459,"1316"
3460,"1316"
3461,"1316"
3462,"1115"
3463,"4146"
3464,"13887"
3465,"780"
3466,"2300"
3467,"1226"
3468,"2322"
3469,"1905"
3470,"3105"
3471,"0"
3472,"3216"
3473,"0"
3474,"4540"
3475,"3700"
3476,"3071"
3477,"988"
3478,"170"
3479,"167"
3480,"11220"
3481,"8157"
3482,"0"
3483,"1355"
3484,"4798"
3485,"4851"
3486,"3554"
3487,"2998"
3488,"1454"
3489,"5451"
3490,"1964"
3491,"2185"
3492,"1060"
3493,"1000"
3494,"1109"
3495,"1280"
3496,"1280"
3497,"1280"
3498,"0"
3499,"1073"
3500,"11970"
3501,"7115"
3502,"5820"
3503,"1770"
3504,"10650"
3505,"3359"
3506,"1860"
3507,"0"
3508,"4167"
3509,"17920"
3510,"2461"
3511,"1944"
3512,"1313"
3513,"2992"
3514,"977"
3515,"4408"
3516,"2965"
3517,"0"
3518,"1091"
3519,"4190"
3520,"2306"
3521,"2430"
3522,"1170"
3523,"0"
3524,"4150"
3525,"0"
3526,"0"
3527,"17405"
3528,"3475"
3529,"0"
3530,"2018"
3531,"1155"
3532,"8420"
3533,"5970"
3534,"1790"
3535,"1687"
3536,"2020"
3537,"0"
3538,"0"
3539,"2769"
3540,"9750"
3541,"11120"
3542,"2575"
3543,"1040"
3544,"1040"
3545,"1040"
3546,"536"
3547,"0"
3548,"3058"
3549,"2145"
3550,"0"
3551,"5626"
3552,"5060"
3553,"2793"
3554,"0"
3555,"5002"
3556,"0"
3557,"183"
3558,"480"
3559,"6258"
3560,"500"
3561,"2678"
3562,"920"
3563,"1320"
3564,"4255"
3565,"12122"
3566,"13354"
3567,"2524"
3568,"1815"
3569,"0"
3570,"1875"
3571,"1740"
3572,"1310"
3573,"2446"
3574,"3154"
3575,"1860"
3576,"970"
3577,"343"
3578,"324"
3579,"901"
3580,"366"
3581,"1828"
3582,"1126"
3583,"1015"
3584,"494"
3585,"127"
3586,"530"
3587,"735"
3588,"11370"
3589,"2090"
3590,"2200"
3591,"830"
3592,"2041"
3593,"2500"
3594,"3569"
3595,"3050"
3596,"3430"
3597,"3435"
3598,"820"
3599,"2459"
3600,"10843"
3601,"7703"
3602,"3964"
3603,"3980"
3604,"9530"
3605,"7884"
3606,"3815"
3607,"2402"
3608,"5247"
3609,"1830"
3610,"959"
3611,"655"
3612,"1063"
3613,"1300"
3614,"2100"
3615,"1155"
3616,"3040"
3617,"12760"
3618,"1498"
3619,"2860"
3620,"2804"
3621,"4053"
3622,"4202"
3623,"8890"
3624,"466"
3625,"220"
3626,"1305"
3627,"8790"
3628,"5340"
3629,"4929"
3630,"2268"
3631,"97"
3632,"297"
3633,"648"
3634,"0"
3635,"1125"
3636,"3460"
3637,"402"
3638,"802"
3639,"2500"
3640,"3985"
3641,"1284"
3642,"945"
3643,"5610"
3644,"1305"
3645,"2535"
3646,"430"
3647,"610"
3648,"13690"
3649,"3460"
3650,"2684"
3651,"2372"
3652,"2372"
3653,"714"
3654,"295"
3655,"1299"
3656,"282"
3657,"770"
3658,"0"
3659,"2380"
3660,"628"
3661,"2318"
3662,"1502"
3663,"632"
3664,"11270"
3665,"670"
3666,"3526"
3667,"282"
3668,"4986"
3669,"0"
3670,"1815"
3671,"495"
3672,"1565"
3673,"1034"
3674,"1646"
3675,"696"
3676,"2946"
3677,"658"
3678,"909"
3679,"990"
3680,"1976"
3681,"85"
3682,"1510"
3683,"19095"
3684,"2450"
3685,"868"
3686,"1034"
3687,"2349"
3688,"6340"
3689,"6340"
3690,"931"
3691,"3185"
3692,"619"
3693,"317"
3694,"238"
3695,"1402"
3696,"3997"
3697,"6167"
3698,"4224"
3699,"0"
3700,"3455"
3701,"810"
3702,"400"
3703,"469"
3704,"374"
3705,"10665"
3706,"0"
3707,"0"
3708,"710"
3709,"1075"
3710,"1452"
3711,"2731"
3712,"2780"
3713,"3185"
3714,"1743"
3715,"4843"
3716,"3860"
3717,"2250"
3718,"2103"
3719,"908"
3720,"2310"
3721,"808"
3722,"1220"
3723,"5000"
3724,"2656"
3725,"3435"
3726,"3435"
3727,"3060"
3728,"3435"
3729,"3055"
3730,"3435"
3731,"5439"
3732,"4191"
3733,"668"
3734,"1335"
3735,"24050"
3736,"1391"
3737,"2054"
3738,"1474"
3739,"615"
3740,"2752"
3741,"1272"
3742,"2164"
3743,"2948"
3744,"504"
3745,"454"
3746,"666"
3747,"2904"
3748,"1954"
3749,"1812"
3750,"1878"
3751,"1920"
3752,"1756"
3753,"1970"
3754,"1712"
3755,"1744"
